货架编号,货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,消耗占比,距离(x+z),物理距离(mm),库位编号
06,6,3,39,深位,B6T0000001898,E1,0.0149,42,16100.0,06_03_39_02
07,7,3,39,浅位,B6T0000001898,E1,0.0149,42,16100.0,07_03_39_01
07,7,3,39,深位,B6T0000001898,E1,0.0149,42,16100.0,07_03_39_02
08,8,3,39,浅位,B6T0000001802,E1,0.0149,42,16100.0,08_03_39_01
08,8,3,39,深位,B6T0000001802,E1,0.0149,42,16100.0,08_03_39_02
09,9,3,39,浅位,B6T0000001802,E1,0.0149,42,16100.0,09_03_39_01
09,9,3,39,深位,B6T0000001802,E1,0.0149,42,16100.0,09_03_39_02
10,10,3,39,浅位,B6T0000001802,E1,0.0149,42,16100.0,10_03_39_01
10,10,3,39,深位,B6T0000001802,E1,0.0149,42,16100.0,10_03_39_02
11,11,3,39,浅位,B6T0000001802,E1,0.0149,42,16100.0,11_03_39_01
11,11,3,39,深位,B6T0000001802,E1,0.0149,42,16100.0,11_03_39_02
12,12,3,39,浅位,B6T0000001802,E1,0.0149,42,16100.0,12_03_39_01
12,12,3,39,深位,B6T0000001802,E1,0.0149,42,16100.0,12_03_39_02
13,13,3,39,浅位,B6T0000001802,E1,0.0149,42,16100.0,13_03_39_01
14,14,3,39,浅位,B6T0000001603,E1,0.0149,42,16100.0,14_03_39_01
14,14,3,39,深位,B6T0000001603,E1,0.0149,42,16100.0,14_03_39_02
01,1,5,38,浅位,B6T0000001603,E1,0.0149,43,16100.0,01_05_38_01
01,1,5,38,深位,B6T0000001603,E1,0.0149,43,16100.0,01_05_38_02
02,2,5,38,浅位,B6T0000001603,E1,0.0149,43,16100.0,02_05_38_01
02,2,5,38,深位,B6T0000001603,E1,0.0149,43,16100.0,02_05_38_02
03,3,5,38,浅位,B6T0000001603,E1,0.0149,43,16100.0,03_05_38_01
03,3,5,38,深位,B6T0000001603,E1,0.0149,43,16100.0,03_05_38_02
04,4,5,38,浅位,B6T0000001603,E1,0.0149,43,16100.0,04_05_38_01
04,4,5,38,深位,B6T0000001603,E1,0.0149,43,16100.0,04_05_38_02
05,5,5,38,浅位,B6T0000001603,E1,0.0149,43,16100.0,05_05_38_01
06,6,5,38,浅位,B6T0000001923,E1,0.0149,43,16100.0,06_05_38_01
06,6,5,38,深位,B6T0000001923,E1,0.0149,43,16100.0,06_05_38_02
07,7,5,38,浅位,B6T0000001923,E1,0.0149,43,16100.0,07_05_38_01
07,7,5,38,深位,B6T0000001923,E1,0.0149,43,16100.0,07_05_38_02
08,8,5,38,浅位,B6T0000001923,E1,0.0149,43,16100.0,08_05_38_01
08,8,5,38,深位,B6T0000001923,E1,0.0149,43,16100.0,08_05_38_02
09,9,5,38,浅位,B6T0000001923,E1,0.0149,43,16100.0,09_05_38_01
09,9,5,38,深位,B6T0000001923,E1,0.0149,43,16100.0,09_05_38_02
10,10,5,38,浅位,B6T0000001923,E1,0.0149,43,16100.0,10_05_38_01
10,10,5,38,深位,B6T0000001923,E1,0.0149,43,16100.0,10_05_38_02
11,11,5,38,浅位,B6T0000001560,E1,0.0149,43,16100.0,11_05_38_01
11,11,5,38,深位,B6T0000001560,E1,0.0149,43,16100.0,11_05_38_02
12,12,5,38,浅位,B6T0000001560,E1,0.0149,43,16100.0,12_05_38_01
12,12,5,38,深位,B6T0000001560,E1,0.0149,43,16100.0,12_05_38_02
13,13,5,38,浅位,B6T0000001560,E1,0.0149,43,16100.0,13_05_38_01
13,13,5,38,深位,B6T0000001560,E1,0.0149,43,16100.0,13_05_38_02
14,14,5,38,浅位,B6T0000001560,E1,0.0149,43,16100.0,14_05_38_01
14,14,5,38,深位,B6T0000001560,E1,0.0149,43,16100.0,14_05_38_02
01,1,7,37,浅位,B6T0000001560,E1,0.0149,44,16100.0,01_07_37_01
01,1,7,37,深位,B6T0000001560,E1,0.0149,44,16100.0,01_07_37_02
02,2,7,37,浅位,B6T0000001560,E1,0.0149,44,16100.0,02_07_37_01
02,2,7,37,深位,B6T0000001560,E1,0.0149,44,16100.0,02_07_37_02
03,3,7,37,浅位,B6T0000001560,E1,0.0149,44,16100.0,03_07_37_01
03,3,7,37,深位,B6T0000001560,E1,0.0149,44,16100.0,03_07_37_02
04,4,7,37,浅位,B6T0000001522,E1,0.0149,44,16100.0,04_07_37_01
04,4,7,37,深位,B6T0000001522,E1,0.0149,44,16100.0,04_07_37_02
05,5,7,37,浅位,B6T0000001522,E1,0.0149,44,16100.0,05_07_37_01
05,5,7,37,深位,B6T0000001522,E1,0.0149,44,16100.0,05_07_37_02
06,6,7,37,浅位,B6T0000001522,E1,0.0149,44,16100.0,06_07_37_01
06,6,7,37,深位,B6T0000001522,E1,0.0149,44,16100.0,06_07_37_02
07,7,7,37,浅位,B6T0000001522,E1,0.0149,44,16100.0,07_07_37_01
07,7,7,37,深位,B6T0000001522,E1,0.0149,44,16100.0,07_07_37_02
08,8,7,37,浅位,B6T0000001522,E1,0.0149,44,16100.0,08_07_37_01
08,8,7,37,深位,B6T0000001522,E1,0.0149,44,16100.0,08_07_37_02
09,9,7,37,浅位,B6T0000001522,E1,0.0149,44,16100.0,09_07_37_01
10,10,7,37,浅位,B6T0000001804,E1,0.0148,44,16100.0,10_07_37_01
10,10,7,37,深位,B6T0000001804,E1,0.0148,44,16100.0,10_07_37_02
11,11,7,37,浅位,B6T0000001804,E1,0.0148,44,16100.0,11_07_37_01
11,11,7,37,深位,B6T0000001804,E1,0.0148,44,16100.0,11_07_37_02
12,12,7,37,浅位,B6T0000001804,E1,0.0148,44,16100.0,12_07_37_01
12,12,7,37,深位,B6T0000001804,E1,0.0148,44,16100.0,12_07_37_02
13,13,7,37,浅位,B6T0000001804,E1,0.0148,44,16100.0,13_07_37_01
13,13,7,37,深位,B6T0000001804,E1,0.0148,44,16100.0,13_07_37_02
14,14,7,37,浅位,B6T0000001804,E1,0.0148,44,16100.0,14_07_37_01
14,14,7,37,深位,B6T0000001804,E1,0.0148,44,16100.0,14_07_37_02
01,1,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,01_09_36_01
01,1,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,01_09_36_02
02,2,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,02_09_36_01
02,2,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,02_09_36_02
03,3,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,03_09_36_01
03,3,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,03_09_36_02
04,4,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,04_09_36_01
04,4,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,04_09_36_02
05,5,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,05_09_36_01
05,5,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,05_09_36_02
06,6,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,06_09_36_01
06,6,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,06_09_36_02
07,7,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,07_09_36_01
07,7,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,07_09_36_02
08,8,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,08_09_36_01
08,8,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,08_09_36_02
09,9,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,09_09_36_01
09,9,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,09_09_36_02
10,10,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,10_09_36_01
10,10,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,10_09_36_02
11,11,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,11_09_36_01
11,11,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,11_09_36_02
12,12,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,12_09_36_01
12,12,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,12_09_36_02
13,13,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,13_09_36_01
13,13,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,13_09_36_02
14,14,9,36,浅位,B6T0000000711,E3,0.022,45,16200.0,14_09_36_01
14,14,9,36,深位,B6T0000000711,E3,0.022,45,16200.0,14_09_36_02
01,1,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,01_10_35_01
01,1,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,01_10_35_02
02,2,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,02_10_35_01
02,2,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,02_10_35_02
03,3,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,03_10_35_01
03,3,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,03_10_35_02
04,4,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,04_10_35_01
04,4,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,04_10_35_02
05,5,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,05_10_35_01
05,5,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,05_10_35_02
06,6,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,06_10_35_01
06,6,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,06_10_35_02
07,7,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,07_10_35_01
07,7,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,07_10_35_02
08,8,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,08_10_35_01
08,8,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,08_10_35_02
09,9,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,09_10_35_01
09,9,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,09_10_35_02
10,10,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,10_10_35_01
10,10,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,10_10_35_02
11,11,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,11_10_35_01
11,11,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,11_10_35_02
12,12,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,12_10_35_01
12,12,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,12_10_35_02
13,13,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,13_10_35_01
13,13,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,13_10_35_02
14,14,10,35,浅位,B6T0000001031,E3,0.022,45,16200.0,14_10_35_01
14,14,10,35,深位,B6T0000001031,E3,0.022,45,16200.0,14_10_35_02
01,1,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,01_11_34_01
01,1,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,01_11_34_02
02,2,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,02_11_34_01
02,2,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,02_11_34_02
03,3,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,03_11_34_01
03,3,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,03_11_34_02
04,4,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,04_11_34_01
04,4,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,04_11_34_02
05,5,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,05_11_34_01
05,5,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,05_11_34_02
06,6,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,06_11_34_01
06,6,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,06_11_34_02
07,7,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,07_11_34_01
07,7,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,07_11_34_02
08,8,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,08_11_34_01
08,8,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,08_11_34_02
09,9,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,09_11_34_01
09,9,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,09_11_34_02
10,10,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,10_11_34_01
10,10,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,10_11_34_02
11,11,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,11_11_34_01
11,11,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,11_11_34_02
12,12,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,12_11_34_01
12,12,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,12_11_34_02
13,13,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,13_11_34_01
13,13,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,13_11_34_02
14,14,11,34,浅位,B6T0000001031,E3,0.022,45,16200.0,14_11_34_01
14,14,11,34,深位,B6T0000001031,E3,0.022,45,16200.0,14_11_34_02
01,1,12,33,浅位,B6T0000001031,E3,0.022,45,16200.0,01_12_33_01
01,1,12,33,深位,B6T0000001031,E3,0.022,45,16200.0,01_12_33_02
02,2,12,33,浅位,B6T0000001031,E3,0.022,45,16200.0,02_12_33_01
02,2,12,33,深位,B6T0000001031,E3,0.022,45,16200.0,02_12_33_02
03,3,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,03_12_33_01
03,3,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,03_12_33_02
04,4,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,04_12_33_01
04,4,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,04_12_33_02
05,5,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,05_12_33_01
05,5,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,05_12_33_02
06,6,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,06_12_33_01
06,6,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,06_12_33_02
07,7,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,07_12_33_01
07,7,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,07_12_33_02
08,8,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,08_12_33_01
08,8,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,08_12_33_02
09,9,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,09_12_33_01
09,9,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,09_12_33_02
10,10,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,10_12_33_01
10,10,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,10_12_33_02
11,11,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,11_12_33_01
11,11,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,11_12_33_02
12,12,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,12_12_33_01
12,12,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,12_12_33_02
13,13,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,13_12_33_01
13,13,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,13_12_33_02
14,14,12,33,浅位,B6T0000001139,E3,0.0219,45,16200.0,14_12_33_01
14,14,12,33,深位,B6T0000001139,E3,0.0219,45,16200.0,14_12_33_02
01,1,13,32,浅位,B6T0000001139,E3,0.0219,45,16200.0,01_13_32_01
01,1,13,32,深位,B6T0000001139,E3,0.0219,45,16200.0,01_13_32_02
02,2,13,32,浅位,B6T0000001139,E3,0.0219,45,16200.0,02_13_32_01
02,2,13,32,深位,B6T0000001139,E3,0.0219,45,16200.0,02_13_32_02
03,3,13,32,浅位,B6T0000001139,E3,0.0219,45,16200.0,03_13_32_01
03,3,13,32,深位,B6T0000001139,E3,0.0219,45,16200.0,03_13_32_02
04,4,13,32,浅位,B6T0000001139,E3,0.0219,45,16200.0,04_13_32_01
04,4,13,32,深位,B6T0000001139,E3,0.0219,45,16200.0,04_13_32_02
05,5,13,32,浅位,B6T0000001139,E3,0.0219,45,16200.0,05_13_32_01
06,6,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,06_13_32_01
06,6,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,06_13_32_02
07,7,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,07_13_32_01
07,7,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,07_13_32_02
08,8,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,08_13_32_01
08,8,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,08_13_32_02
09,9,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,09_13_32_01
09,9,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,09_13_32_02
10,10,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,10_13_32_01
10,10,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,10_13_32_02
11,11,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,11_13_32_01
11,11,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,11_13_32_02
12,12,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,12_13_32_01
12,12,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,12_13_32_02
13,13,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,13_13_32_01
13,13,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,13_13_32_02
14,14,13,32,浅位,B6T0000000646,E3,0.0219,45,16200.0,14_13_32_01
14,14,13,32,深位,B6T0000000646,E3,0.0219,45,16200.0,14_13_32_02
01,1,14,31,浅位,B6T0000000646,E3,0.0219,45,16200.0,01_14_31_01
01,1,14,31,深位,B6T0000000646,E3,0.0219,45,16200.0,01_14_31_02
02,2,14,31,浅位,B6T0000000646,E3,0.0219,45,16200.0,02_14_31_01
02,2,14,31,深位,B6T0000000646,E3,0.0219,45,16200.0,02_14_31_02
03,3,14,31,浅位,B6T0000000646,E3,0.0219,45,16200.0,03_14_31_01
03,3,14,31,深位,B6T0000000646,E3,0.0219,45,16200.0,03_14_31_02
04,4,14,31,浅位,B6T0000000646,E3,0.0219,45,16200.0,04_14_31_01
04,4,14,31,深位,B6T0000000646,E3,0.0219,45,16200.0,04_14_31_02
05,5,14,31,浅位,B6T0000000646,E3,0.0219,45,16200.0,05_14_31_01
05,5,14,31,深位,B6T0000000646,E3,0.0219,45,16200.0,05_14_31_02
06,6,14,31,浅位,B6T0000000646,E3,0.0219,45,16200.0,06_14_31_01
06,6,14,31,深位,B6T0000000646,E3,0.0219,45,16200.0,06_14_31_02
07,7,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,07_14_31_01
07,7,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,07_14_31_02
08,8,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,08_14_31_01
08,8,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,08_14_31_02
09,9,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,09_14_31_01
09,9,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,09_14_31_02
10,10,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,10_14_31_01
10,10,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,10_14_31_02
11,11,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,11_14_31_01
11,11,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,11_14_31_02
12,12,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,12_14_31_01
12,12,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,12_14_31_02
13,13,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,13_14_31_01
13,13,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,13_14_31_02
14,14,14,31,浅位,B6T0000000520,E3,0.0219,45,16200.0,14_14_31_01
14,14,14,31,深位,B6T0000000520,E3,0.0219,45,16200.0,14_14_31_02
01,1,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,01_15_30_01
01,1,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,01_15_30_02
02,2,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,02_15_30_01
02,2,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,02_15_30_02
03,3,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,03_15_30_01
03,3,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,03_15_30_02
04,4,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,04_15_30_01
04,4,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,04_15_30_02
05,5,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,05_15_30_01
05,5,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,05_15_30_02
06,6,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,06_15_30_01
06,6,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,06_15_30_02
07,7,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,07_15_30_01
07,7,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,07_15_30_02
08,8,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,08_15_30_01
08,8,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,08_15_30_02
09,9,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,09_15_30_01
09,9,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,09_15_30_02
10,10,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,10_15_30_01
10,10,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,10_15_30_02
11,11,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,11_15_30_01
11,11,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,11_15_30_02
12,12,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,12_15_30_01
12,12,15,30,深位,B6T0000000520,E3,0.0219,45,16200.0,12_15_30_02
13,13,15,30,浅位,B6T0000000520,E3,0.0219,45,16200.0,13_15_30_01
14,14,15,30,浅位,B6T0000001114,E3,0.0219,45,16200.0,14_15_30_01
14,14,15,30,深位,B6T0000001114,E3,0.0219,45,16200.0,14_15_30_02
01,1,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,01_16_29_01
01,1,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,01_16_29_02
02,2,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,02_16_29_01
02,2,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,02_16_29_02
03,3,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,03_16_29_01
03,3,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,03_16_29_02
04,4,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,04_16_29_01
04,4,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,04_16_29_02
05,5,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,05_16_29_01
05,5,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,05_16_29_02
06,6,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,06_16_29_01
06,6,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,06_16_29_02
07,7,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,07_16_29_01
07,7,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,07_16_29_02
08,8,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,08_16_29_01
08,8,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,08_16_29_02
09,9,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,09_16_29_01
09,9,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,09_16_29_02
10,10,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,10_16_29_01
10,10,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,10_16_29_02
11,11,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,11_16_29_01
11,11,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,11_16_29_02
12,12,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,12_16_29_01
12,12,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,12_16_29_02
13,13,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,13_16_29_01
13,13,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,13_16_29_02
14,14,16,29,浅位,B6T0000001114,E3,0.0219,45,16200.0,14_16_29_01
14,14,16,29,深位,B6T0000001114,E3,0.0219,45,16200.0,14_16_29_02
01,1,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,01_17_28_01
01,1,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,01_17_28_02
02,2,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,02_17_28_01
02,2,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,02_17_28_02
03,3,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,03_17_28_01
03,3,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,03_17_28_02
04,4,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,04_17_28_01
04,4,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,04_17_28_02
05,5,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,05_17_28_01
05,5,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,05_17_28_02
06,6,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,06_17_28_01
06,6,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,06_17_28_02
07,7,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,07_17_28_01
07,7,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,07_17_28_02
08,8,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,08_17_28_01
08,8,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,08_17_28_02
09,9,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,09_17_28_01
09,9,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,09_17_28_02
10,10,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,10_17_28_01
10,10,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,10_17_28_02
11,11,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,11_17_28_01
11,11,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,11_17_28_02
12,12,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,12_17_28_01
12,12,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,12_17_28_02
13,13,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,13_17_28_01
13,13,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,13_17_28_02
14,14,17,28,浅位,B6T0000001114,E3,0.0219,45,16200.0,14_17_28_01
14,14,17,28,深位,B6T0000001114,E3,0.0219,45,16200.0,14_17_28_02
01,1,18,27,浅位,B6T0000001114,E3,0.0219,45,16200.0,01_18_27_01
01,1,18,27,深位,B6T0000001114,E3,0.0219,45,16200.0,01_18_27_02
02,2,18,27,浅位,B6T0000000816,E3,0.0218,45,16200.0,02_18_27_01
02,2,18,27,深位,B6T0000000816,E3,0.0218,45,16200.0,02_18_27_02
03,3,18,27,浅位,B6T0000000816,E3,0.0218,45,16200.0,03_18_27_01
03,3,18,27,深位,B6T0000000816,E3,0.0218,45,16200.0,03_18_27_02
04,4,18,27,浅位,B6T0000000816,E3,0.0218,45,16200.0,04_18_27_01
04,4,18,27,深位,B6T0000000816,E3,0.0218,45,16200.0,04_18_27_02
05,5,18,27,浅位,B6T0000000816,E3,0.0218,45,16200.0,05_18_27_01
05,5,18,27,深位,B6T0000000816,E3,0.0218,45,16200.0,05_18_27_02
