库位编号,原材料编号,箱子类型,列(x),层(z),取货时间(s),送货时间(s),单次出库时间(s)
07_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
08_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
08_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
09_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
09_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
10_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
10_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
11_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
11_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
12_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
12_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
13_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
13_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
14_35_17_01,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
14_35_17_02,B6T0000001082,E3,17,35,18.53333333333334,23.991004497751135,48.52433783108447
01_36_16_01,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
01_36_16_02,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
02_36_16_01,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
02_36_16_02,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
03_36_16_01,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
03_36_16_02,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
04_36_16_01,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
04_36_16_02,B6T0000001082,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
05_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
05_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
06_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
06_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
07_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
07_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
08_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
08_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
09_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
09_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
10_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
10_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
11_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
11_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
12_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
12_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
13_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
13_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
14_36_16_01,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
14_36_16_02,B6T0000000526,E3,16,36,18.93333333333334,24.506746626686667,49.44007996002001
01_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
01_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
02_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
02_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
03_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
03_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
04_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
04_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
05_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
05_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
06_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
06_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
07_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
07_37_15_02,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
08_37_15_01,B6T0000000526,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
09_37_15_01,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
09_37_15_02,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
10_37_15_01,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
10_37_15_02,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
11_37_15_01,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
11_37_15_02,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
12_37_15_01,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
12_37_15_02,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
13_37_15_01,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
13_37_15_02,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
14_37_15_01,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
14_37_15_02,B6T0000000845,E3,15,37,19.33333333333334,25.022488755622202,50.35582208895554
01_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
01_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
02_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
02_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
03_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
03_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
04_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
04_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
05_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
05_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
06_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
06_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
07_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
07_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
08_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
08_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
09_38_14_01,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
09_38_14_02,B6T0000000845,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
10_38_14_01,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
10_38_14_02,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
11_38_14_01,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
11_38_14_02,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
12_38_14_01,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
12_38_14_02,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
13_38_14_01,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
13_38_14_02,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
14_38_14_01,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
14_38_14_02,B6T0000000713,E3,14,38,19.73333333333334,25.538230884557734,51.271564217891076
01_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
01_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
02_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
02_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
03_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
03_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
04_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
04_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
05_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
05_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
06_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
06_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
07_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
07_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
08_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
08_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
09_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
09_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
10_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
10_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
11_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
11_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
12_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
12_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
13_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
13_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
14_39_13_01,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
14_39_13_02,B6T0000000713,E3,13,39,20.133333333333344,26.053973013493266,52.18730634682661
01_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
01_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
02_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
02_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
03_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
03_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
04_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
04_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
05_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
05_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
06_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
06_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
07_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
07_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
08_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
08_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
09_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
09_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
10_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
10_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
11_40_12_01,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
11_40_12_02,B6T0000000713,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
12_40_12_01,B6T0000001229,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
12_40_12_02,B6T0000001229,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
13_40_12_01,B6T0000001229,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
13_40_12_02,B6T0000001229,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
14_40_12_01,B6T0000001229,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
14_40_12_02,B6T0000001229,E3,12,40,20.533333333333342,26.569715142428798,53.10304847576214
01_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
01_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
02_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
02_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
03_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
03_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
04_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
04_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
05_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
05_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
06_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
06_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
07_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
07_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
08_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
08_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
09_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
09_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
10_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
10_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
11_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
11_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
12_41_11_01,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
12_41_11_02,B6T0000001229,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
13_41_11_01,B6T0000000391,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
13_41_11_02,B6T0000000391,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
14_41_11_01,B6T0000000391,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
14_41_11_02,B6T0000000391,E3,11,41,20.933333333333344,27.085457271364334,54.01879060469768
01_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
01_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
02_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
02_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
03_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
03_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
04_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
04_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
05_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
05_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
06_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
06_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
07_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
07_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
08_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
08_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
09_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
09_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
10_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
10_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
11_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
11_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
12_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
12_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
13_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
13_42_10_02,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
14_42_10_01,B6T0000000391,E3,10,42,21.333333333333343,27.601199400299866,54.934532733633205
01_43_09_01,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
01_43_09_02,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
02_43_09_01,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
02_43_09_02,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
03_43_09_01,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
03_43_09_02,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
04_43_09_01,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
04_43_09_02,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
05_43_09_01,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
05_43_09_02,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
06_43_09_01,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
06_43_09_02,B6T0000000104,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
07_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
07_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
08_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
08_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
09_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
09_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
10_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
10_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
11_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
11_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
12_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
12_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
13_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
13_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
14_43_09_01,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
14_43_09_02,B6T0000000192,E4,9,43,21.80000000000001,28.203148425787123,56.00314842578713
01_47_04_01,B6T0000000192,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
01_47_04_02,B6T0000000192,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
02_47_04_01,B6T0000000192,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
02_47_04_02,B6T0000000192,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
03_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
03_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
04_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
04_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
05_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
05_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
06_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
06_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
07_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
07_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
08_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
08_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
09_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
09_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
10_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
10_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
11_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
11_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
12_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
12_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
13_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
13_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
14_47_04_01,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
14_47_04_02,B6T0000000203,E4,4,47,23.800000000000015,30.781859070464787,60.5818590704648
01_02_47_01,B6T0000001626,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
01_02_47_02,B6T0000001626,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
02_02_47_01,B6T0000001626,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
03_02_47_01,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
03_02_47_02,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
04_02_47_01,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
04_02_47_02,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
05_02_47_01,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
05_02_47_02,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
06_02_47_01,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
06_02_47_02,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
07_02_47_01,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
07_02_47_02,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
08_02_47_01,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
08_02_47_02,B6T0000001905,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
09_02_47_01,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
09_02_47_02,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
10_02_47_01,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
10_02_47_02,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
11_02_47_01,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
11_02_47_02,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
12_02_47_01,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
12_02_47_02,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
13_02_47_01,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
13_02_47_02,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
14_02_47_01,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
14_02_47_02,B6T0000001820,E1,47,2,6.666666666666667,8.691154422788607,21.357821089455275
01_04_46_01,B6T0000001820,E1,46,4,7.066666666666667,9.20689655172414,22.27356321839081
01_04_46_02,B6T0000001820,E1,46,4,7.066666666666667,9.20689655172414,22.27356321839081
02_04_46_01,B6T0000001820,E1,46,4,7.066666666666667,9.20689655172414,22.27356321839081
02_04_46_02,B6T0000001820,E1,46,4,7.066666666666667,9.20689655172414,22.27356321839081
