订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s),策略
1436,B6T0000000745,470460.0,0.0703,13,14,11,6,63.99999999999999,134.0,470524.0,470594.0,134.0,FIFO
1435,B6T0000000745,470460.0,0.0703,13,14,11,6,63.99999999999999,134.0,470658.0,470728.0,268.0,FIFO
1431,B6T0000000745,470460.0,0.0703,13,14,12,6,63.99999999999999,134.0,470792.0,470862.0,402.0,FIFO
1430,B6T0000000745,470460.0,0.0703,13,14,12,6,63.99999999999999,134.0,470926.0,470996.0,536.0,FIFO
3024,B6T0000001792,471540.0,0.0188,31,1,11,6,63.0,132.0,471603.0,471672.0,132.0,FIFO
1235,B6T0000001022,476880.0,0.089,11,14,11,6,59.99999999999999,126.0,476940.0,477006.0,126.0,FIFO
1241,B6T0000001022,476880.0,0.089,11,14,11,6,59.99999999999999,126.0,477066.0,477132.0,252.0,FIFO
1242,B6T0000001022,476880.0,0.089,11,14,12,6,59.99999999999999,126.0,477192.0,477258.0,378.0,FIFO
1232,B6T0000001022,476880.0,0.089,11,14,12,6,59.99999999999999,126.0,477318.0,477384.0,504.0,FIFO
3539,B6T0000001984,479520.0,0.0117,48,6,11,6,107.0,220.00000000000003,479627.0,479740.0,220.0,FIFO
3538,B6T0000001984,479520.0,0.0117,48,6,11,6,107.0,220.00000000000003,479847.0,479960.0,440.0,FIFO
1753,B6T0000000007,479580.0,0.0553,2,50,11,6,193.50000000000009,393.00000000000017,480153.5,480353.0,773.0,FIFO
1749,B6T0000000007,479580.0,0.0553,2,50,11,6,193.50000000000009,393.00000000000017,480546.5,480746.0,1166.0,FIFO
1750,B6T0000000007,479580.0,0.0553,2,50,12,6,193.50000000000009,393.00000000000017,480939.5,481139.0,1559.0,FIFO
1748,B6T0000000007,479580.0,0.0553,2,50,12,6,193.50000000000009,393.00000000000017,481332.5,481532.0,1952.0,FIFO
389,B6T0000000471,485760.0,0.1917,1,17,11,6,52.0,110.0,485812.0,485870.0,110.0,FIFO
390,B6T0000000471,485760.0,0.1917,1,17,11,6,52.0,110.0,485922.0,485980.0,220.0,FIFO
384,B6T0000000471,485760.0,0.1917,1,17,12,6,52.0,110.0,486032.0,486090.0,330.0,FIFO
1887,B6T0000000716,486120.0,0.0455,10,22,12,6,90.00000000000001,186.00000000000003,486210.0,486306.0,186.0,FIFO
1892,B6T0000000716,486120.0,0.0455,10,22,12,6,90.00000000000001,186.00000000000003,486396.0,486492.0,372.0,FIFO
3504,B6T0000000505,488100.0,0.012,23,40,11,6,188.00000000000009,382.0000000000001,488288.0,488482.0,382.0,FIFO
3505,B6T0000000505,488100.0,0.012,23,40,11,6,188.00000000000009,382.0000000000001,488670.0,488864.0,764.0,FIFO
1854,B6T0000001858,488340.0,0.0482,8,6,11,6,27.0,60.0,488891.0,488924.0,584.0,FIFO
1855,B6T0000001858,488340.0,0.0482,8,6,11,6,27.0,60.0,488951.0,488984.0,644.0,FIFO
1856,B6T0000001858,488340.0,0.0482,8,6,12,6,27.0,60.0,489011.0,489044.0,704.0,FIFO
1857,B6T0000001858,488340.0,0.0482,8,6,12,6,27.0,60.0,489071.0,489104.0,764.0,FIFO
3260,B6T0000000607,517740.0,0.0151,38,17,11,6,126.0,258.0,517866.0,517998.0,258.0,FIFO
3261,B6T0000000607,517740.0,0.0151,38,17,11,6,126.0,258.0,518124.0,518256.0,516.0,FIFO
2586,B6T0000000543,517860.0,0.0262,21,20,12,6,104.0,214.0,518360.0,518470.0,610.0,FIFO
2589,B6T0000000543,517860.0,0.0262,21,20,12,6,104.0,214.0,518574.0,518684.0,824.0,FIFO
2085,B6T0000001407,517860.0,0.0405,10,6,11,6,31.0,68.0,518715.0,518752.0,892.0,FIFO
2978,B6T0000001825,517980.0,0.0194,30,1,12,6,61.0,128.0,518813.0,518880.0,900.0,FIFO
2979,B6T0000001825,517980.0,0.0194,30,1,12,6,61.0,128.0,518941.0,519008.0,1028.0,FIFO
1288,B6T0000001854,518880.0,0.084,4,7,11,6,21.0,48.0,519029.0,519056.0,176.0,FIFO
1287,B6T0000001854,518880.0,0.084,4,7,11,6,21.0,48.0,519077.0,519104.0,224.0,FIFO
1286,B6T0000001854,518880.0,0.084,4,7,12,6,21.0,48.0,519125.0,519152.0,272.0,FIFO
1285,B6T0000001854,518880.0,0.084,4,7,12,6,21.0,48.0,519173.0,519200.0,320.0,FIFO
414,B6T0000000050,519060.0,0.1901,3,44,11,6,165.50000000000009,337.00000000000017,519365.5,519537.0,477.0,FIFO
425,B6T0000000050,519060.0,0.1901,3,44,11,6,165.50000000000009,337.00000000000017,519702.5,519874.0,814.0,FIFO
424,B6T0000000050,519060.0,0.1901,3,44,12,6,165.50000000000009,337.00000000000017,520039.5,520211.0,1151.0,FIFO
415,B6T0000000050,519060.0,0.1901,3,44,12,6,165.50000000000009,337.00000000000017,520376.5,520548.0,1488.0,FIFO
3589,B6T0000001762,519180.0,0.0113,53,1,12,6,107.0,220.00000000000003,520655.0,520768.0,1588.0,FIFO
3588,B6T0000001762,519180.0,0.0113,53,1,12,6,107.0,220.00000000000003,520875.0,520988.0,1808.0,FIFO
3280,B6T0000001055,519360.0,0.0148,17,38,11,6,168.00000000000006,342.0000000000001,521156.0,521330.0,1970.0,FIFO
3281,B6T0000001055,519360.0,0.0148,17,38,11,6,168.00000000000006,342.0000000000001,521498.0,521672.0,2312.0,FIFO
2037,B6T0000000707,520200.0,0.0413,20,14,11,6,78.0,162.0,521750.0,521834.0,1634.0,FIFO
2042,B6T0000000707,520200.0,0.0413,20,14,11,6,78.0,162.0,521912.0,521996.0,1796.0,FIFO
2039,B6T0000000707,520200.0,0.0413,20,14,12,6,78.0,162.0,522074.0,522158.0,1958.0,FIFO
2040,B6T0000000707,520200.0,0.0413,20,14,12,6,78.0,162.0,522236.0,522320.0,2120.0,FIFO
1027,B6T0000001975,520500.0,0.109,6,1,11,6,13.000000000000002,32.0,522333.0,522352.0,1852.0,FIFO
1028,B6T0000001975,520500.0,0.109,6,1,11,6,13.000000000000002,32.0,522365.0,522384.0,1884.0,FIFO
1029,B6T0000001975,520500.0,0.109,6,1,12,6,13.000000000000002,32.0,522397.0,522416.0,1916.0,FIFO
1030,B6T0000001975,520500.0,0.109,6,1,12,6,13.000000000000002,32.0,522429.0,522448.0,1948.0,FIFO
607,B6T0000000247,521280.0,0.1761,2,45,11,6,168.50000000000009,343.00000000000017,522616.5,522791.0,1511.0,FIFO
606,B6T0000000247,521280.0,0.1761,2,45,11,6,168.50000000000009,343.00000000000017,522959.5,523134.0,1854.0,FIFO
605,B6T0000000247,521280.0,0.1761,2,45,12,6,168.50000000000009,343.00000000000017,523302.5,523477.0,2197.0,FIFO
604,B6T0000000247,521280.0,0.1761,2,45,12,6,168.50000000000009,343.00000000000017,523645.5,523820.0,2540.0,FIFO
2346,B6T0000000619,524640.0,0.0327,8,29,11,6,114.0,234.00000000000003,524754.0,524874.0,234.0,FIFO
2348,B6T0000000619,524640.0,0.0327,8,29,11,6,114.0,234.00000000000003,524988.0,525108.0,468.0,FIFO
2349,B6T0000000619,524640.0,0.0327,8,29,12,6,114.0,234.00000000000003,525222.0,525342.0,702.0,FIFO
2344,B6T0000000619,524640.0,0.0327,8,29,12,6,114.0,234.00000000000003,525456.0,525576.0,936.0,FIFO
2184,B6T0000001469,530640.0,0.0369,11,7,12,6,35.0,76.0,530675.0,530716.0,76.0,FIFO
2187,B6T0000001469,530640.0,0.0369,11,7,12,6,35.0,76.0,530751.0,530792.0,152.0,FIFO
3647,B6T0000001604,536460.0,0.011,54,3,11,6,113.0,232.0,536573.0,536692.0,232.0,FIFO
3646,B6T0000001604,536460.0,0.011,54,3,11,6,113.0,232.0,536805.0,536924.0,464.0,FIFO
2011,B6T0000000680,536820.0,0.0426,10,23,11,6,94.0,194.00000000000003,537018.0,537118.0,298.0,FIFO
2012,B6T0000000680,536820.0,0.0426,10,23,11,6,94.0,194.00000000000003,537212.0,537312.0,492.0,FIFO
3001,B6T0000001285,542820.0,0.019,20,28,11,6,134.0,274.0,542954.0,543094.0,274.0,FIFO
2497,B6T0000000257,543480.0,0.0279,12,48,11,6,203.50000000000009,413.00000000000017,543683.5,543893.0,413.0,FIFO
2496,B6T0000000257,543480.0,0.0279,12,48,11,6,203.50000000000009,413.00000000000017,544096.5,544306.0,826.0,FIFO
2495,B6T0000000257,543480.0,0.0279,12,48,12,6,203.50000000000009,413.00000000000017,544509.5,544719.0,1239.0,FIFO
672,B6T0000001180,554040.0,0.1614,9,11,11,6,44.0,94.0,554084.0,554134.0,94.0,FIFO
3178,B6T0000001534,554040.0,0.0161,36,3,12,6,77.0,160.0,554211.0,554294.0,254.0,FIFO
3179,B6T0000001534,554040.0,0.0161,36,3,12,6,77.0,160.0,554371.0,554454.0,414.0,FIFO
1255,B6T0000000799,555720.0,0.0872,9,16,11,6,63.99999999999999,134.0,555784.0,555854.0,134.0,FIFO
1254,B6T0000000799,555720.0,0.0872,9,16,11,6,63.99999999999999,134.0,555918.0,555988.0,268.0,FIFO
1253,B6T0000000799,555720.0,0.0872,9,16,12,6,63.99999999999999,134.0,556052.0,556122.0,402.0,FIFO
1252,B6T0000000799,555720.0,0.0872,9,16,12,6,63.99999999999999,134.0,556186.0,556256.0,536.0,FIFO
2308,B6T0000001748,558060.0,0.034,13,6,11,6,37.0,80.0,558097.0,558140.0,80.0,FIFO
2310,B6T0000001748,558060.0,0.034,13,6,11,6,37.0,80.0,558177.0,558220.0,160.0,FIFO
1070,B6T0000000178,558480.0,0.1033,7,43,12,6,168.50000000000009,343.00000000000017,558648.5,558823.0,343.0,FIFO
1071,B6T0000000178,558480.0,0.1033,7,43,12,6,168.50000000000009,343.00000000000017,558991.5,559166.0,686.0,FIFO
2656,B6T0000001298,559560.0,0.0241,12,30,11,6,126.00000000000004,258.00000000000006,559686.0,559818.0,258.0,FIFO
2659,B6T0000001298,559560.0,0.0241,12,30,11,6,126.00000000000004,258.00000000000006,559944.0,560076.0,516.0,FIFO
2886,B6T0000000858,562200.0,0.0207,20,26,12,6,126.0,258.0,562326.0,562458.0,258.0,FIFO
2885,B6T0000000858,562200.0,0.0207,20,26,12,6,126.0,258.0,562584.0,562716.0,516.0,FIFO
2579,B6T0000001934,572580.0,0.0265,18,6,11,6,47.0,100.0,572627.0,572680.0,100.0,FIFO
3034,B6T0000001703,3060.0,0.0186,28,7,13,7,69.0,144.0,3129.0,3204.0,144.0,FIFO
1485,B6T0000000758,4500.0,0.0671,15,13,13,7,64.0,134.0,4564.0,4634.0,134.0,FIFO
1486,B6T0000000758,4500.0,0.0671,15,13,13,7,64.0,134.0,4698.0,4768.0,268.0,FIFO
1487,B6T0000000758,4500.0,0.0671,15,13,14,7,64.0,134.0,4832.0,4902.0,402.0,FIFO
1491,B6T0000000758,4500.0,0.0671,15,13,14,7,64.0,134.0,4966.0,5036.0,536.0,FIFO
2528,B6T0000001776,7260.0,0.0273,18,5,13,7,45.0,96.0,7305.0,7356.0,96.0,FIFO
2529,B6T0000001776,7260.0,0.0273,18,5,13,7,45.0,96.0,7401.0,7452.0,192.0,FIFO
2527,B6T0000001776,7260.0,0.0273,18,5,14,7,45.0,96.0,7497.0,7548.0,288.0,FIFO
2526,B6T0000001776,7260.0,0.0273,18,5,14,7,45.0,96.0,7593.0,7644.0,384.0,FIFO
3220,B6T0000001266,14940.0,0.0157,11,42,13,7,172.00000000000006,350.0000000000001,15112.0,15290.0,350.0,FIFO
3222,B6T0000001266,14940.0,0.0157,11,42,13,7,172.00000000000006,350.0000000000001,15462.0,15640.0,700.0,FIFO
3221,B6T0000001266,14940.0,0.0157,11,42,14,7,172.00000000000006,350.0000000000001,15812.0,15990.0,1050.0,FIFO
3390,B6T0000001652,16380.0,0.0133,40,8,14,7,95.0,196.0,16475.0,16576.0,196.0,FIFO
3391,B6T0000001652,16380.0,0.0133,40,8,14,7,95.0,196.0,16671.0,16772.0,392.0,FIFO
1509,B6T0000000118,17520.0,0.0664,1,50,13,7,191.50000000000009,389.00000000000017,17711.5,17909.0,389.0,FIFO
1510,B6T0000000118,17520.0,0.0664,1,50,13,7,191.50000000000009,389.00000000000017,18100.5,18298.0,778.0,FIFO
1511,B6T0000000118,17520.0,0.0664,1,50,14,7,191.50000000000009,389.00000000000017,18489.5,18687.0,1167.0,FIFO
1512,B6T0000000118,17520.0,0.0664,1,50,14,7,191.50000000000009,389.00000000000017,18878.5,19076.0,1556.0,FIFO
586,B6T0000001238,18840.0,0.1832,4,15,13,7,49.99999999999999,106.0,19126.0,19182.0,342.0,FIFO
585,B6T0000001238,18840.0,0.1832,4,15,13,7,49.99999999999999,106.0,19232.0,19288.0,448.0,FIFO
584,B6T0000001238,18840.0,0.1832,4,15,14,7,49.99999999999999,106.0,19338.0,19394.0,554.0,FIFO
583,B6T0000001238,18840.0,0.1832,4,15,14,7,49.99999999999999,106.0,19444.0,19500.0,660.0,FIFO
711,B6T0000000313,19320.0,0.1602,4,44,13,7,167.50000000000009,341.00000000000017,19667.5,19841.0,521.0,FIFO
705,B6T0000000313,19320.0,0.1602,4,44,13,7,167.50000000000009,341.00000000000017,20008.5,20182.0,862.0,FIFO
706,B6T0000000313,19320.0,0.1602,4,44,14,7,167.50000000000009,341.00000000000017,20349.5,20523.0,1203.0,FIFO
707,B6T0000000313,19320.0,0.1602,4,44,14,7,167.50000000000009,341.00000000000017,20690.5,20864.0,1544.0,FIFO
743,B6T0000000140,25440.0,0.1595,3,45,13,7,170.50000000000009,347.00000000000017,25610.5,25787.0,347.0,FIFO
744,B6T0000000140,25440.0,0.1595,3,45,13,7,170.50000000000009,347.00000000000017,25957.5,26134.0,694.0,FIFO
746,B6T0000000140,25440.0,0.1595,3,45,14,7,170.50000000000009,347.00000000000017,26304.5,26481.0,1041.0,FIFO
734,B6T0000000140,25440.0,0.1595,3,45,14,7,170.50000000000009,347.00000000000017,26651.5,26828.0,1388.0,FIFO
892,B6T0000000488,25440.0,0.1265,9,12,13,7,48.0,102.0,26876.0,26930.0,1490.0,FIFO
891,B6T0000000488,25440.0,0.1265,9,12,13,7,48.0,102.0,26978.0,27032.0,1592.0,FIFO
890,B6T0000000488,25440.0,0.1265,9,12,14,7,48.0,102.0,27080.0,27134.0,1694.0,FIFO
889,B6T0000000488,25440.0,0.1265,9,12,14,7,48.0,102.0,27182.0,27236.0,1796.0,FIFO
3058,B6T0000001131,26580.0,0.0183,33,16,14,7,112.0,230.0,27348.0,27466.0,886.0,FIFO
3060,B6T0000001131,26580.0,0.0183,33,16,14,7,112.0,230.0,27578.0,27696.0,1116.0,FIFO
3553,B6T0000000333,32340.0,0.0115,54,12,14,7,138.0,282.0,32478.0,32622.0,282.0,FIFO
3552,B6T0000000333,32340.0,0.0115,54,12,14,7,138.0,282.0,32760.0,32904.0,564.0,FIFO
2699,B6T0000001043,34980.0,0.0235,18,25,13,7,118.0,242.0,35098.0,35222.0,242.0,FIFO
2696,B6T0000001043,34980.0,0.0235,18,25,13,7,118.0,242.0,35340.0,35464.0,484.0,FIFO
2697,B6T0000001043,34980.0,0.0235,18,25,14,7,118.0,242.0,35582.0,35706.0,726.0,FIFO
2698,B6T0000001043,34980.0,0.0235,18,25,14,7,118.0,242.0,35824.0,35948.0,968.0,FIFO
2796,B6T0000001494,36120.0,0.0224,26,1,13,7,53.0,112.0,36173.0,36232.0,112.0,FIFO
2799,B6T0000001494,36120.0,0.0224,26,1,13,7,53.0,112.0,36285.0,36344.0,224.0,FIFO
2868,B6T0000000221,38700.0,0.0208,22,44,13,7,203.50000000000009,413.00000000000017,38903.5,39113.0,413.0,FIFO
2870,B6T0000000221,38700.0,0.0208,22,44,13,7,203.50000000000009,413.00000000000017,39316.5,39526.0,826.0,FIFO
2869,B6T0000000221,38700.0,0.0208,22,44,14,7,203.50000000000009,413.00000000000017,39729.5,39939.0,1239.0,FIFO
2871,B6T0000000221,38700.0,0.0208,22,44,14,7,203.50000000000009,413.00000000000017,40142.5,40352.0,1652.0,FIFO
3362,B6T0000001358,41160.0,0.0136,41,5,13,7,91.0,188.0,41251.0,41348.0,188.0,FIFO
3363,B6T0000001358,41160.0,0.0136,41,5,13,7,91.0,188.0,41439.0,41536.0,376.0,FIFO
2104,B6T0000001607,43200.0,0.0396,11,5,13,7,31.0,68.0,43231.0,43268.0,68.0,FIFO
2103,B6T0000001607,43200.0,0.0396,11,5,13,7,31.0,68.0,43299.0,43336.0,136.0,FIFO
2105,B6T0000001607,43200.0,0.0396,11,5,14,7,31.0,68.0,43367.0,43404.0,204.0,FIFO
2101,B6T0000001607,43200.0,0.0396,11,5,14,7,31.0,68.0,43435.0,43472.0,272.0,FIFO
432,B6T0000000678,46080.0,0.1895,1,17,13,7,52.0,110.0,46132.0,46190.0,110.0,FIFO
431,B6T0000000678,46080.0,0.1895,1,17,13,7,52.0,110.0,46242.0,46300.0,220.0,FIFO
427,B6T0000000678,51360.0,0.1895,1,17,14,7,52.0,110.0,51412.0,51470.0,110.0,FIFO
428,B6T0000000678,51360.0,0.1895,1,17,14,7,52.0,110.0,51522.0,51580.0,220.0,FIFO
3016,B6T0000000570,54060.0,0.0189,17,31,13,7,140.00000000000003,286.00000000000006,54200.0,54346.0,286.0,FIFO
3018,B6T0000000570,54060.0,0.0189,17,31,13,7,140.00000000000003,286.00000000000006,54486.0,54632.0,572.0,FIFO
3017,B6T0000000570,54060.0,0.0189,17,31,14,7,140.00000000000003,286.00000000000006,54772.0,54918.0,858.0,FIFO
1936,B6T0000001937,54120.0,0.0442,9,6,14,7,29.0,64.0,54947.0,54982.0,862.0,FIFO
1937,B6T0000001937,54120.0,0.0442,9,6,14,7,29.0,64.0,55011.0,55046.0,926.0,FIFO
3596,B6T0000000222,54960.0,0.0112,38,47,14,7,250.50000000000009,507.00000000000017,55296.5,55553.0,593.0,FIFO
3597,B6T0000000222,54960.0,0.0112,38,47,14,7,250.50000000000009,507.00000000000017,55803.5,56060.0,1100.0,FIFO
2169,B6T0000001942,55320.0,0.0372,12,5,13,7,33.0,72.0,56093.0,56132.0,812.0,FIFO
1541,B6T0000000088,55440.0,0.0638,9,44,14,7,177.50000000000009,361.00000000000017,56309.5,56493.0,1053.0,FIFO
1538,B6T0000000088,55440.0,0.0638,9,44,14,7,177.50000000000009,361.00000000000017,56670.5,56854.0,1414.0,FIFO
289,B6T0000001196,55620.0,0.2132,6,12,13,7,42.0,90.0,56896.0,56944.0,1324.0,FIFO
436,B6T0000000678,56040.0,0.1895,10,9,13,7,38.0,82.0,56982.0,57026.0,986.0,FIFO
2015,B6T0000001110,86160.0,0.0424,7,26,13,7,100.0,206.00000000000003,86260.0,86366.0,206.0,FIFO
2016,B6T0000001110,86160.0,0.0424,7,26,13,7,100.0,206.00000000000003,86466.0,86572.0,412.0,FIFO
2019,B6T0000001110,86160.0,0.0424,7,26,14,7,100.0,206.00000000000003,86672.0,86778.0,618.0,FIFO
2013,B6T0000001110,86160.0,0.0424,7,26,14,7,100.0,206.00000000000003,86878.0,86984.0,824.0,FIFO
1473,B6T0000000631,86280.0,0.0678,3,24,13,7,84.00000000000001,174.00000000000003,87068.0,87158.0,878.0,FIFO
1469,B6T0000000631,86280.0,0.0678,3,24,13,7,84.00000000000001,174.00000000000003,87242.0,87332.0,1052.0,FIFO
1481,B6T0000000631,86280.0,0.0678,3,24,14,7,84.00000000000001,174.00000000000003,87416.0,87506.0,1226.0,FIFO
1375,B6T0000000104,86580.0,0.0753,5,46,13,7,179.50000000000009,365.00000000000017,87685.5,87871.0,1291.0,FIFO
1376,B6T0000000104,86580.0,0.0753,5,46,13,7,179.50000000000009,365.00000000000017,88050.5,88236.0,1656.0,FIFO
635,B6T0000000469,86880.0,0.1623,1,18,14,7,56.0,118.0,88292.0,88354.0,1474.0,FIFO
634,B6T0000000469,86880.0,0.1623,1,18,14,7,56.0,118.0,88410.0,88472.0,1592.0,FIFO
3696,B6T0000001826,88080.0,0.0107,56,2,14,7,115.0,236.0,88587.0,88708.0,628.0,FIFO
1693,B6T0000001375,88080.0,0.0569,6,7,13,7,25.0,56.0,88733.0,88764.0,684.0,FIFO
3697,B6T0000001826,88080.0,0.0107,56,2,14,7,115.0,236.0,88879.0,89000.0,920.0,FIFO
1694,B6T0000001375,88080.0,0.0569,6,7,13,7,25.0,56.0,89025.0,89056.0,976.0,FIFO
469,B6T0000001382,88380.0,0.1892,1,7,14,7,15.0,36.0,89071.0,89092.0,712.0,FIFO
407,B6T0000000471,88500.0,0.1917,2,16,13,7,49.99999999999999,106.0,89142.0,89198.0,698.0,FIFO
404,B6T0000000471,88500.0,0.1917,2,16,13,7,49.99999999999999,106.0,89248.0,89304.0,804.0,FIFO
405,B6T0000000471,88500.0,0.1917,2,16,14,7,49.99999999999999,106.0,89354.0,89410.0,910.0,FIFO
406,B6T0000000471,88500.0,0.1917,2,16,14,7,49.99999999999999,106.0,89460.0,89516.0,1016.0,FIFO
176,B6T0000000932,88800.0,0.3317,1,15,13,7,43.99999999999999,94.0,89560.0,89610.0,810.0,FIFO
182,B6T0000000932,88800.0,0.3317,1,15,13,7,43.99999999999999,94.0,89654.0,89704.0,904.0,FIFO
2952,B6T0000001640,89040.0,0.0198,27,5,14,7,63.0,132.0,89767.0,89836.0,796.0,FIFO
2951,B6T0000001640,89040.0,0.0198,27,5,14,7,63.0,132.0,89899.0,89968.0,928.0,FIFO
3658,B6T0000001038,99180.0,0.0109,55,14,14,7,148.0,302.0,99328.0,99482.0,302.0,FIFO
3659,B6T0000001038,99180.0,0.0109,55,14,14,7,148.0,302.0,99630.0,99784.0,604.0,FIFO
3573,B6T0000001960,105480.0,0.0115,48,8,14,7,111.0,228.00000000000003,105591.0,105708.0,228.0,FIFO
3572,B6T0000001960,105480.0,0.0115,48,8,14,7,111.0,228.00000000000003,105819.0,105936.0,456.0,FIFO
1057,B6T0000001185,106140.0,0.1039,4,19,13,7,66.0,138.0,106206.0,106278.0,138.0,FIFO
1058,B6T0000001185,106140.0,0.1039,4,19,13,7,66.0,138.0,106344.0,106416.0,276.0,FIFO
1067,B6T0000001185,106140.0,0.1039,4,19,14,7,66.0,138.0,106482.0,106554.0,414.0,FIFO
1056,B6T0000001185,106140.0,0.1039,4,19,14,7,66.0,138.0,106620.0,106692.0,552.0,FIFO
2631,B6T0000000942,108180.0,0.0249,26,16,14,7,98.0,202.0,108278.0,108382.0,202.0,FIFO
2628,B6T0000000942,108180.0,0.0249,26,16,14,7,98.0,202.0,108480.0,108584.0,404.0,FIFO
2572,B6T0000000647,111540.0,0.0267,27,14,13,7,92.0,190.0,111632.0,111730.0,190.0,FIFO
2573,B6T0000000647,111540.0,0.0267,27,14,13,7,92.0,190.0,111822.0,111920.0,380.0,FIFO
2571,B6T0000000647,111540.0,0.0267,27,14,14,7,92.0,190.0,112012.0,112110.0,570.0,FIFO
2570,B6T0000000647,111540.0,0.0267,27,14,14,7,92.0,190.0,112202.0,112300.0,760.0,FIFO
3077,B6T0000001763,114180.0,0.0181,29,7,13,7,71.0,148.0,114251.0,114328.0,148.0,FIFO
3309,B6T0000001474,117120.0,0.0144,40,3,14,7,85.0,176.0,117205.0,117296.0,176.0,FIFO
3308,B6T0000001474,117120.0,0.0144,40,3,14,7,85.0,176.0,117381.0,117472.0,352.0,FIFO
43,B6T0000001104,123540.0,0.8431,1,11,13,7,28.0,62.0,123568.0,123602.0,62.0,FIFO
46,B6T0000001104,123540.0,0.8431,1,11,13,7,28.0,62.0,123630.0,123664.0,124.0,FIFO
48,B6T0000001104,123540.0,0.8431,1,11,14,7,28.0,62.0,123692.0,123726.0,186.0,FIFO
49,B6T0000001104,123540.0,0.8431,1,11,14,7,28.0,62.0,123754.0,123788.0,248.0,FIFO
3607,B6T0000001654,124080.0,0.0112,52,4,14,7,111.0,228.0,124191.0,124308.0,228.0,FIFO
3606,B6T0000001654,124080.0,0.0112,52,4,14,7,111.0,228.0,124419.0,124536.0,456.0,FIFO
2806,B6T0000001268,126000.0,0.0222,10,34,13,7,138.00000000000006,282.0000000000001,126138.0,126282.0,282.0,FIFO
2805,B6T0000001268,126000.0,0.0222,10,34,13,7,138.00000000000006,282.0000000000001,126420.0,126564.0,564.0,FIFO
2804,B6T0000001268,126000.0,0.0222,10,34,14,7,138.00000000000006,282.0000000000001,126702.0,126846.0,846.0,FIFO
2807,B6T0000001268,126000.0,0.0222,10,34,14,7,138.00000000000006,282.0000000000001,126984.0,127128.0,1128.0,FIFO
1045,B6T0000001052,130500.0,0.1066,6,17,13,7,62.0,130.0,130562.0,130630.0,130.0,FIFO
1042,B6T0000001052,130500.0,0.1066,6,17,13,7,62.0,130.0,130692.0,130760.0,260.0,FIFO
1032,B6T0000001052,130500.0,0.1066,6,17,14,7,62.0,130.0,130822.0,130890.0,390.0,FIFO
1031,B6T0000001052,130500.0,0.1066,6,17,14,7,62.0,130.0,130952.0,131020.0,520.0,FIFO
3632,B6T0000000436,134460.0,0.011,39,29,14,7,176.0,358.0,134636.0,134818.0,358.0,FIFO
3633,B6T0000000436,134460.0,0.011,39,29,14,7,176.0,358.0,134994.0,135176.0,716.0,FIFO
2522,B6T0000001186,135960.0,0.0273,10,30,14,7,122.00000000000004,250.00000000000009,136082.0,136210.0,250.0,FIFO
2521,B6T0000001186,135960.0,0.0273,10,30,14,7,122.00000000000004,250.00000000000009,136332.0,136460.0,500.0,FIFO
2882,B6T0000001470,138120.0,0.0208,24,8,14,7,63.00000000000001,132.0,138183.0,138252.0,132.0,FIFO
2883,B6T0000001470,138120.0,0.0208,24,8,14,7,63.00000000000001,132.0,138315.0,138384.0,264.0,FIFO
552,B6T0000001827,140340.0,0.1846,4,2,14,7,11.0,28.0,140351.0,140368.0,28.0,FIFO
558,B6T0000001827,140340.0,0.1846,4,2,14,7,11.0,28.0,140379.0,140396.0,56.0,FIFO
3098,B6T0000001767,140340.0,0.0177,31,5,13,7,71.0,148.0,140467.0,140544.0,204.0,FIFO
2415,B6T0000001130,172260.0,0.0302,4,34,13,7,126.00000000000004,258.0000000000001,172386.0,172518.0,258.0,FIFO
2416,B6T0000001130,172260.0,0.0302,4,34,13,7,126.00000000000004,258.0000000000001,172644.0,172776.0,516.0,FIFO
2417,B6T0000001130,172260.0,0.0302,4,34,14,7,126.00000000000004,258.0000000000001,172902.0,173034.0,774.0,FIFO
2418,B6T0000001130,172260.0,0.0302,4,34,14,7,126.00000000000004,258.0000000000001,173160.0,173292.0,1032.0,FIFO
2732,B6T0000000432,172860.0,0.0231,3,40,14,7,148.00000000000006,302.0000000000001,173440.0,173594.0,734.0,FIFO
2734,B6T0000000432,172860.0,0.0231,3,40,14,7,148.00000000000006,302.0000000000001,173742.0,173896.0,1036.0,FIFO
357,B6T0000001370,172860.0,0.2001,3,3,13,7,11.0,28.0,173907.0,173924.0,1064.0,FIFO
351,B6T0000001370,172860.0,0.2001,3,3,13,7,11.0,28.0,173935.0,173952.0,1092.0,FIFO
359,B6T0000001370,172860.0,0.2001,3,3,14,7,11.0,28.0,173963.0,173980.0,1120.0,FIFO
353,B6T0000001370,172860.0,0.2001,3,3,14,7,11.0,28.0,173991.0,174008.0,1148.0,FIFO
3082,B6T0000001138,172920.0,0.0179,11,38,14,7,156.00000000000006,318.0000000000001,174164.0,174326.0,1406.0,FIFO
3083,B6T0000001138,172920.0,0.0179,11,38,14,7,156.00000000000006,318.0000000000001,174482.0,174644.0,1724.0,FIFO
1878,B6T0000001166,173160.0,0.0458,11,21,13,7,88.00000000000001,182.00000000000003,174732.0,174826.0,1666.0,FIFO
1883,B6T0000001166,173160.0,0.0458,11,21,13,7,88.00000000000001,182.00000000000003,174914.0,175008.0,1848.0,FIFO
