订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s)
2061,B6T0000000120,43740.0,0.0408,7,48,8,4,193.50000000000009,393.00000000000017,45112.5,45312.0,1572.0
3496,B6T0000001087,44100.0,0.0121,44,19,8,4,146.0,298.0,45458.0,45610.0,1510.0
3497,B6T0000001087,44100.0,0.0121,44,19,8,4,146.0,298.0,45756.0,45908.0,1808.0
2554,B6T0000001153,50820.0,0.0268,31,10,7,4,84.0,174.0,50904.0,50994.0,174.0
2553,B6T0000001153,50820.0,0.0268,31,10,7,4,84.0,174.0,51078.0,51168.0,348.0
2552,B6T0000001153,50820.0,0.0268,31,10,8,4,84.0,174.0,51252.0,51342.0,522.0
2551,B6T0000001153,50820.0,0.0268,31,10,8,4,84.0,174.0,51426.0,51516.0,696.0
2890,B6T0000001622,51720.0,0.0206,26,5,8,4,61.0,128.0,51781.0,51848.0,128.0
2892,B6T0000001622,51720.0,0.0206,26,5,8,4,61.0,128.0,51909.0,51976.0,256.0
664,B6T0000001698,53940.0,0.1619,1,8,7,4,17.0,40.0,53957.0,53980.0,40.0
665,B6T0000001698,53940.0,0.1619,1,8,7,4,17.0,40.0,53997.0,54020.0,80.0
663,B6T0000001698,53940.0,0.1619,1,8,8,4,17.0,40.0,54037.0,54060.0,120.0
662,B6T0000001698,53940.0,0.1619,1,8,8,4,17.0,40.0,54077.0,54100.0,160.0
1573,B6T0000001553,54360.0,0.0624,8,2,7,4,19.0,44.0,54379.0,54404.0,44.0
1566,B6T0000001553,54360.0,0.0624,8,2,7,4,19.0,44.0,54423.0,54448.0,88.0
1576,B6T0000001553,54360.0,0.0624,8,2,8,4,19.0,44.0,54467.0,54492.0,132.0
1575,B6T0000001553,54360.0,0.0624,8,2,8,4,19.0,44.0,54511.0,54536.0,176.0
2282,B6T0000001811,54600.0,0.0345,15,2,7,4,33.0,72.0,54633.0,54672.0,72.0
2279,B6T0000001811,54600.0,0.0345,15,2,7,4,33.0,72.0,54705.0,54744.0,144.0
366,B6T0000001440,55500.0,0.1918,2,5,7,4,13.0,32.0,55513.0,55532.0,32.0
371,B6T0000001440,55500.0,0.1918,2,5,7,4,13.0,32.0,55545.0,55564.0,64.0
365,B6T0000001440,55500.0,0.1918,2,5,8,4,13.0,32.0,55577.0,55596.0,96.0
378,B6T0000001440,55500.0,0.1918,2,5,8,4,13.0,32.0,55609.0,55628.0,128.0
449,B6T0000000678,56040.0,0.1895,10,9,7,4,38.0,82.0,56078.0,56122.0,82.0
438,B6T0000000678,56040.0,0.1895,10,9,7,4,38.0,82.0,56160.0,56204.0,164.0
452,B6T0000000678,56040.0,0.1895,10,9,8,4,38.0,82.0,56242.0,56286.0,246.0
453,B6T0000000678,56040.0,0.1895,10,9,8,4,38.0,82.0,56324.0,56368.0,328.0
2688,B6T0000001182,85740.0,0.0238,4,38,8,4,142.00000000000006,290.0000000000001,85882.0,86030.0,290.0
1947,B6T0000000292,85980.0,0.0437,11,44,7,4,181.50000000000009,369.00000000000017,86211.5,86399.0,419.0
1471,B6T0000000631,86280.0,0.0678,3,24,8,4,84.00000000000001,174.00000000000003,86483.0,86573.0,293.0
1480,B6T0000000631,86280.0,0.0678,3,24,8,4,84.00000000000001,174.00000000000003,86657.0,86747.0,467.0
1381,B6T0000000104,86580.0,0.0753,5,46,7,4,179.50000000000009,365.00000000000017,86926.5,87112.0,532.0
550,B6T0000001197,86940.0,0.1865,5,14,7,4,47.99999999999999,101.99999999999999,87160.0,87214.0,274.0
1382,B6T0000000104,86580.0,0.0753,5,46,7,4,179.50000000000009,365.00000000000017,87393.5,87579.0,999.0
1383,B6T0000000104,86580.0,0.0753,5,46,8,4,179.50000000000009,365.00000000000017,87758.5,87944.0,1364.0
125,B6T0000000154,87720.0,0.3556,1,44,7,4,161.50000000000009,329.00000000000017,88105.5,88273.0,553.0
121,B6T0000000154,87720.0,0.3556,1,44,7,4,161.50000000000009,329.00000000000017,88434.5,88602.0,882.0
114,B6T0000000154,87720.0,0.3556,1,44,8,4,161.50000000000009,329.00000000000017,88763.5,88931.0,1211.0
115,B6T0000000154,87720.0,0.3556,1,44,8,4,161.50000000000009,329.00000000000017,89092.5,89260.0,1540.0
802,B6T0000000540,88380.0,0.1348,2,18,7,4,58.0,122.0,89318.0,89382.0,1002.0
799,B6T0000000540,88380.0,0.1348,2,18,7,4,58.0,122.0,89440.0,89504.0,1124.0
1388,B6T0000000104,86580.0,0.0753,5,46,8,4,179.50000000000009,365.00000000000017,89683.5,89869.0,3289.0
1666,B6T0000001355,87000.0,0.0579,9,1,7,4,19.0,44.0,89888.0,89913.0,2913.0
1670,B6T0000001355,87000.0,0.0579,9,1,7,4,19.0,44.0,89932.0,89957.0,2957.0
1671,B6T0000001355,87000.0,0.0579,9,1,8,4,19.0,44.0,89976.0,90001.0,3001.0
1672,B6T0000001355,87000.0,0.0579,9,1,8,4,19.0,44.0,90020.0,90045.0,3045.0
1836,B6T0000000536,86760.0,0.0502,8,23,7,4,90.00000000000001,186.00000000000003,90135.0,90231.0,3471.0
1837,B6T0000000536,86760.0,0.0502,8,23,7,4,90.00000000000001,186.00000000000003,90321.0,90417.0,3657.0
1839,B6T0000000536,86760.0,0.0502,8,23,8,4,90.00000000000001,186.00000000000003,90507.0,90603.0,3843.0
1840,B6T0000000536,86760.0,0.0502,8,23,8,4,90.00000000000001,186.00000000000003,90693.0,90789.0,4029.0
1946,B6T0000000292,85980.0,0.0437,11,44,7,4,181.50000000000009,369.00000000000017,90970.5,91158.0,5178.0
1945,B6T0000000292,85980.0,0.0437,11,44,8,4,181.50000000000009,369.00000000000017,91339.5,91527.0,5547.0
1942,B6T0000000292,85980.0,0.0437,11,44,8,4,181.50000000000009,369.00000000000017,91708.5,91896.0,5916.0
1830,B6T0000001148,91620.0,0.0505,10,21,7,4,86.00000000000001,178.00000000000003,91982.0,92074.0,454.0
1824,B6T0000001148,91620.0,0.0505,10,21,7,4,86.00000000000001,178.00000000000003,92160.0,92252.0,632.0
1831,B6T0000001148,91620.0,0.0505,10,21,8,4,86.00000000000001,178.00000000000003,92338.0,92430.0,810.0
1826,B6T0000001148,91620.0,0.0505,10,21,8,4,86.00000000000001,178.00000000000003,92516.0,92608.0,988.0
2690,B6T0000001182,85740.0,0.0238,4,38,8,4,142.00000000000006,290.0000000000001,92750.0,92898.0,7158.0
2745,B6T0000001086,86580.0,0.0229,24,20,7,4,110.00000000000001,226.00000000000003,93008.0,93124.0,6544.0
2746,B6T0000001086,86580.0,0.0229,24,20,7,4,110.00000000000001,226.00000000000003,93234.0,93350.0,6770.0
2754,B6T0000000327,87720.0,0.0228,19,25,7,4,120.0,246.0,93470.0,93596.0,5876.0
2753,B6T0000000327,87720.0,0.0228,19,25,7,4,120.0,246.0,93716.0,93842.0,6122.0
2752,B6T0000000327,87720.0,0.0228,19,25,8,4,120.0,246.0,93962.0,94088.0,6368.0
2755,B6T0000000327,87720.0,0.0228,19,25,8,4,120.0,246.0,94208.0,94334.0,6614.0
3101,B6T0000000457,87120.0,0.0175,18,32,7,4,146.00000000000003,298.00000000000006,94480.0,94632.0,7512.0
3286,B6T0000000783,88020.0,0.0147,37,19,7,4,132.0,270.0,94764.0,94902.0,6882.0
3131,B6T0000000538,94860.0,0.017,26,25,7,4,134.0,274.0,95036.0,95176.0,316.0
3132,B6T0000000538,94860.0,0.017,26,25,7,4,134.0,274.0,95310.0,95450.0,590.0
3130,B6T0000000538,94860.0,0.017,26,25,8,4,134.0,274.0,95584.0,95724.0,864.0
3287,B6T0000000783,88020.0,0.0147,37,19,7,4,132.0,270.0,95856.0,95994.0,7974.0
3528,B6T0000000262,86640.0,0.0117,35,48,8,4,249.50000000000009,505.00000000000017,96243.5,96499.0,9859.0
3529,B6T0000000262,86640.0,0.0117,35,48,8,4,249.50000000000009,505.00000000000017,96748.5,97004.0,10364.0
3546,B6T0000001365,85740.0,0.0116,49,5,8,4,107.0,220.0,97111.0,97224.0,11484.0
1407,B6T0000000408,97140.0,0.0738,3,23,7,4,80.00000000000001,166.00000000000003,97304.0,97390.0,250.0
1408,B6T0000000408,97140.0,0.0738,3,23,7,4,80.00000000000001,166.00000000000003,97470.0,97556.0,416.0
1321,B6T0000000836,97500.0,0.0806,14,12,7,4,58.0,122.0,97614.0,97678.0,178.0
1318,B6T0000000836,97500.0,0.0806,14,12,7,4,58.0,122.0,97736.0,97800.0,300.0
1317,B6T0000000836,97500.0,0.0806,14,12,8,4,58.0,122.0,97858.0,97922.0,422.0
1414,B6T0000000408,97140.0,0.0738,3,23,8,4,80.00000000000001,166.00000000000003,98002.0,98088.0,948.0
1416,B6T0000000408,97140.0,0.0738,3,23,8,4,80.00000000000001,166.00000000000003,98168.0,98254.0,1114.0
3547,B6T0000001365,85740.0,0.0116,49,5,8,4,107.0,220.0,98361.0,98474.0,12734.0
3542,B6T0000000587,88980.0,0.0116,27,38,7,4,188.00000000000006,382.0000000000001,98662.0,98856.0,9876.0
3543,B6T0000000587,88980.0,0.0116,27,38,7,4,188.00000000000006,382.0000000000001,99044.0,99238.0,10258.0
3676,B6T0000000818,86820.0,0.0108,42,27,7,4,174.0,354.0,99412.0,99592.0,12772.0
3677,B6T0000000818,86820.0,0.0108,42,27,7,4,174.0,354.0,99766.0,99946.0,13126.0
1051,B6T0000001185,106140.0,0.1039,3,20,7,4,68.00000000000001,142.00000000000003,106208.0,106282.0,142.0
1052,B6T0000001185,106140.0,0.1039,3,20,7,4,68.00000000000001,142.00000000000003,106350.0,106424.0,284.0
1054,B6T0000001185,106140.0,0.1039,3,20,8,4,68.00000000000001,142.00000000000003,106492.0,106566.0,426.0
2445,B6T0000001189,107400.0,0.0289,18,21,7,4,102.00000000000001,210.00000000000003,107502.0,107610.0,210.0
59,B6T0000001664,118260.0,0.5883,2,2,7,4,7.0,20.0,118267.0,118280.0,20.0
61,B6T0000001664,118260.0,0.5883,2,2,7,4,7.0,20.0,118287.0,118300.0,40.0
60,B6T0000001664,118260.0,0.5883,2,2,8,4,7.0,20.0,118307.0,118320.0,60.0
62,B6T0000001664,118260.0,0.5883,2,2,8,4,7.0,20.0,118327.0,118340.0,80.0
3303,B6T0000000583,119280.0,0.0144,46,11,7,4,118.0,242.0,119398.0,119522.0,242.0
3302,B6T0000000583,119280.0,0.0144,46,11,7,4,118.0,242.0,119640.0,119764.0,484.0
40,B6T0000001104,123540.0,0.8431,4,9,7,4,25.999999999999996,57.99999999999999,123566.0,123598.0,58.0
844,B6T0000001220,125940.0,0.1275,12,9,8,4,42.0,90.0,125982.0,126030.0,90.0
843,B6T0000001220,125940.0,0.1275,12,9,8,4,42.0,90.0,126072.0,126120.0,180.0
1578,B6T0000001102,127620.0,0.0622,3,25,7,4,88.0,182.0,127708.0,127802.0,182.0
3728,B6T0000000407,130440.0,0.0104,63,9,8,4,144.0,294.0,130584.0,130734.0,294.0
3729,B6T0000000407,130440.0,0.0104,63,9,8,4,144.0,294.0,130878.0,131028.0,588.0
36,B6T0000001104,132060.0,0.8431,4,9,7,4,25.999999999999996,57.99999999999999,132086.0,132118.0,58.0
37,B6T0000001104,132060.0,0.8431,4,9,8,4,25.999999999999996,57.99999999999999,132144.0,132176.0,116.0
38,B6T0000001104,132060.0,0.8431,4,9,8,4,25.999999999999996,57.99999999999999,132202.0,132234.0,174.0
3524,B6T0000000430,133560.0,0.0118,33,31,7,4,172.00000000000003,350.00000000000006,133732.0,133910.0,350.0
3525,B6T0000000430,133560.0,0.0118,33,31,7,4,172.00000000000003,350.00000000000006,134082.0,134260.0,700.0
2636,B6T0000001516,139920.0,0.0247,19,8,7,4,53.0,112.0,139973.0,140032.0,112.0
2637,B6T0000001516,139920.0,0.0247,19,8,7,4,53.0,112.0,140085.0,140144.0,224.0
1923,B6T0000001647,140340.0,0.0445,9,6,7,4,29.0,64.0,140369.0,140404.0,64.0
1924,B6T0000001647,140340.0,0.0445,9,6,7,4,29.0,64.0,140433.0,140468.0,128.0
2784,B6T0000000541,141120.0,0.0225,13,31,7,4,132.00000000000003,270.00000000000006,141252.0,141390.0,270.0
2785,B6T0000000541,141120.0,0.0225,13,31,7,4,132.00000000000003,270.00000000000006,141522.0,141660.0,540.0
2786,B6T0000000541,141120.0,0.0225,13,31,8,4,132.00000000000003,270.00000000000006,141792.0,141930.0,810.0
2787,B6T0000000541,141120.0,0.0225,13,31,8,4,132.00000000000003,270.00000000000006,142062.0,142200.0,1080.0
82,B6T0000000261,143280.0,0.4826,1,43,7,4,156.50000000000009,319.00000000000017,143436.5,143599.0,319.0
68,B6T0000000261,143280.0,0.4826,1,43,7,4,156.50000000000009,319.00000000000017,143755.5,143918.0,638.0
70,B6T0000000261,143280.0,0.4826,1,43,8,4,156.50000000000009,319.00000000000017,144074.5,144237.0,957.0
3339,B6T0000000019,172380.0,0.0138,33,44,8,4,225.50000000000009,457.00000000000017,172605.5,172837.0,457.0
2030,B6T0000000271,172500.0,0.0413,13,43,7,4,180.50000000000009,367.00000000000017,173017.5,173204.0,704.0
2029,B6T0000000271,172500.0,0.0413,13,43,7,4,180.50000000000009,367.00000000000017,173384.5,173571.0,1071.0
2033,B6T0000000271,172500.0,0.0413,13,43,8,4,180.50000000000009,367.00000000000017,173751.5,173938.0,1438.0
764,B6T0000000843,173880.0,0.1548,5,15,7,4,51.99999999999999,109.99999999999999,173990.0,174048.0,168.0
780,B6T0000000843,173880.0,0.1548,5,15,7,4,51.99999999999999,109.99999999999999,174100.0,174158.0,278.0
763,B6T0000000843,173880.0,0.1548,5,15,8,4,51.99999999999999,109.99999999999999,174210.0,174268.0,388.0
778,B6T0000000843,173880.0,0.1548,5,15,8,4,51.99999999999999,109.99999999999999,174320.0,174378.0,498.0
1293,B6T0000000996,174180.0,0.0826,1,24,7,4,80.00000000000001,166.00000000000003,174458.0,174544.0,364.0
1294,B6T0000000996,174180.0,0.0826,1,24,7,4,80.00000000000001,166.00000000000003,174624.0,174710.0,530.0
1295,B6T0000000996,174180.0,0.0826,1,24,8,4,80.00000000000001,166.00000000000003,174790.0,174876.0,696.0
1177,B6T0000001103,174780.0,0.0925,3,21,7,4,72.00000000000001,150.00000000000003,174948.0,175026.0,246.0
1192,B6T0000001103,174780.0,0.0925,3,21,7,4,72.00000000000001,150.00000000000003,175098.0,175176.0,396.0
1191,B6T0000001103,174780.0,0.0925,3,21,8,4,72.00000000000001,150.00000000000003,175248.0,175326.0,546.0
1190,B6T0000001103,174780.0,0.0925,3,21,8,4,72.00000000000001,150.00000000000003,175398.0,175476.0,696.0
1304,B6T0000000996,174180.0,0.0826,1,24,8,4,80.00000000000001,166.00000000000003,175556.0,175642.0,1462.0
2518,B6T0000001724,174720.0,0.0276,16,8,7,4,47.0,100.0,175689.0,175742.0,1022.0
2517,B6T0000001724,174720.0,0.0276,16,8,7,4,47.0,100.0,175789.0,175842.0,1122.0
2516,B6T0000001724,174720.0,0.0276,16,8,8,4,47.0,100.0,175889.0,175942.0,1222.0
2515,B6T0000001724,174720.0,0.0276,16,8,8,4,47.0,100.0,175989.0,176042.0,1322.0
2540,B6T0000001206,173460.0,0.027,2,38,8,4,138.00000000000006,282.0000000000001,176180.0,176324.0,2864.0
2542,B6T0000001206,173460.0,0.027,2,38,8,4,138.00000000000006,282.0000000000001,176462.0,176606.0,3146.0
3156,B6T0000001701,173160.0,0.0166,32,8,7,4,79.0,164.0,176685.0,176770.0,3610.0
3188,B6T0000000316,175260.0,0.016,23,48,7,4,225.50000000000009,457.00000000000017,176995.5,177227.0,1967.0
3187,B6T0000000316,175260.0,0.016,23,48,7,4,225.50000000000009,457.00000000000017,177452.5,177684.0,2424.0
3189,B6T0000000316,175260.0,0.016,23,48,8,4,225.50000000000009,457.00000000000017,177909.5,178141.0,2881.0
3338,B6T0000000019,172380.0,0.0138,33,44,8,4,225.50000000000009,457.00000000000017,178366.5,178598.0,6218.0
3733,B6T0000000821,174420.0,0.0104,30,41,8,4,206.00000000000006,418.0000000000001,178804.0,179016.0,4596.0
3732,B6T0000000821,174420.0,0.0104,30,41,8,4,206.00000000000006,418.0000000000001,179222.0,179434.0,5014.0
795,B6T0000000540,181140.0,0.1348,2,18,8,4,58.0,122.0,181198.0,181262.0,122.0
791,B6T0000000540,181140.0,0.1348,2,18,8,4,58.0,122.0,181320.0,181384.0,244.0
3325,B6T0000001530,181980.0,0.0141,42,1,8,4,85.0,176.0,182065.0,182156.0,176.0
2823,B6T0000000646,182040.0,0.0219,32,13,7,4,98.0,202.0,182254.0,182358.0,318.0
2822,B6T0000000646,182040.0,0.0219,32,13,7,4,98.0,202.0,182456.0,182560.0,520.0
3324,B6T0000001530,181980.0,0.0141,42,1,8,4,85.0,176.0,182645.0,182736.0,756.0
2000,B6T0000001313,185160.0,0.0427,13,20,7,4,88.0,182.0,185248.0,185342.0,182.0
2002,B6T0000001313,185160.0,0.0427,13,20,7,4,88.0,182.0,185430.0,185524.0,364.0
2003,B6T0000001313,185160.0,0.0427,13,20,8,4,88.0,182.0,185612.0,185706.0,546.0
2004,B6T0000001313,185160.0,0.0427,13,20,8,4,88.0,182.0,185794.0,185888.0,728.0
189,B6T0000000932,190140.0,0.3317,8,9,7,4,34.0,74.0,190174.0,190214.0,74.0
190,B6T0000000932,190140.0,0.3317,8,9,7,4,34.0,74.0,190248.0,190288.0,148.0
3366,B6T0000000940,198420.0,0.0135,18,40,8,4,178.00000000000006,362.0000000000001,198598.0,198782.0,362.0
3367,B6T0000000940,198420.0,0.0135,18,40,8,4,178.00000000000006,362.0000000000001,198960.0,199144.0,724.0
2898,B6T0000000865,201000.0,0.0205,11,35,8,4,144.00000000000006,294.0000000000001,201144.0,201294.0,294.0
2897,B6T0000000865,201000.0,0.0205,11,35,8,4,144.00000000000006,294.0000000000001,201438.0,201588.0,588.0
1141,B6T0000000395,202320.0,0.0958,8,16,7,4,61.99999999999999,130.0,202382.0,202450.0,130.0
1137,B6T0000000395,202320.0,0.0958,8,16,7,4,61.99999999999999,130.0,202512.0,202580.0,260.0
1133,B6T0000000395,202320.0,0.0958,8,16,8,4,61.99999999999999,130.0,202642.0,202710.0,390.0
1134,B6T0000000395,202320.0,0.0958,8,16,8,4,61.99999999999999,130.0,202772.0,202840.0,520.0
206,B6T0000000581,203400.0,0.27,1,16,8,4,47.99999999999999,101.99999999999999,203448.0,203502.0,102.0
207,B6T0000000581,203400.0,0.27,1,16,8,4,47.99999999999999,101.99999999999999,203550.0,203604.0,204.0
827,B6T0000001427,203700.0,0.1296,4,4,7,4,15.0,36.0,203715.0,203736.0,36.0
820,B6T0000001427,203700.0,0.1296,4,4,7,4,15.0,36.0,203751.0,203772.0,72.0
821,B6T0000001427,203700.0,0.1296,4,4,8,4,15.0,36.0,203787.0,203808.0,108.0
822,B6T0000001427,203700.0,0.1296,4,4,8,4,15.0,36.0,203823.0,203844.0,144.0
3535,B6T0000000946,217740.0,0.0117,45,20,8,4,152.0,310.0,217892.0,218050.0,310.0
3534,B6T0000000946,217740.0,0.0117,45,20,8,4,152.0,310.0,218202.0,218360.0,620.0
1464,B6T0000000897,219840.0,0.0684,6,21,7,4,78.00000000000001,162.00000000000003,219918.0,220002.0,162.0
1463,B6T0000000897,219840.0,0.0684,6,21,7,4,78.00000000000001,162.00000000000003,220080.0,220164.0,324.0
1462,B6T0000000897,219840.0,0.0684,6,21,8,4,78.00000000000001,162.00000000000003,220242.0,220326.0,486.0
1461,B6T0000000897,219840.0,0.0684,6,21,8,4,78.00000000000001,162.00000000000003,220404.0,220488.0,648.0
3401,B6T0000000889,223500.0,0.0131,50,10,7,4,122.0,250.0,223622.0,223750.0,250.0
3400,B6T0000000889,223500.0,0.0131,50,10,7,4,122.0,250.0,223872.0,224000.0,500.0
457,B6T0000001382,226740.0,0.1892,4,2,7,4,11.0,28.0,226751.0,226768.0,28.0
456,B6T0000001382,226740.0,0.1892,4,2,7,4,11.0,28.0,226779.0,226796.0,56.0
3129,B6T0000000861,228420.0,0.0171,34,17,7,4,118.0,242.0,228538.0,228662.0,242.0
3128,B6T0000000861,228420.0,0.0171,34,17,7,4,118.0,242.0,228780.0,228904.0,484.0
3127,B6T0000000861,228420.0,0.0171,34,17,8,4,118.0,242.0,229022.0,229146.0,726.0
3202,B6T0000001891,228720.0,0.0159,36,4,7,4,79.0,164.0,229225.0,229310.0,590.0
3384,B6T0000001340,258900.0,0.0133,43,3,7,4,90.99999999999999,187.99999999999997,258991.0,259088.0,188.0
3385,B6T0000001340,258900.0,0.0133,43,3,7,4,90.99999999999999,187.99999999999997,259179.0,259276.0,376.0
157,B6T0000000810,259200.0,0.3397,1,15,7,4,43.99999999999999,93.99999999999999,259320.0,259370.0,170.0
161,B6T0000000810,259200.0,0.3397,1,15,7,4,43.99999999999999,93.99999999999999,259414.0,259464.0,264.0
168,B6T0000000810,259200.0,0.3397,1,15,8,4,43.99999999999999,93.99999999999999,259508.0,259558.0,358.0
150,B6T0000000810,259200.0,0.3397,1,15,8,4,43.99999999999999,93.99999999999999,259602.0,259652.0,452.0
263,B6T0000001466,259560.0,0.2415,2,4,7,4,11.0,28.0,259663.0,259680.0,120.0
258,B6T0000001466,259560.0,0.2415,2,4,7,4,11.0,28.0,259691.0,259708.0,148.0
259,B6T0000001466,259560.0,0.2415,2,4,8,4,11.0,28.0,259719.0,259736.0,176.0
260,B6T0000001466,259560.0,0.2415,2,4,8,4,11.0,28.0,259747.0,259764.0,204.0
3378,B6T0000001412,259560.0,0.0134,41,6,7,4,93.0,192.0,259857.0,259956.0,396.0
3379,B6T0000001412,259560.0,0.0134,41,6,7,4,93.0,192.0,260049.0,260148.0,588.0
3671,B6T0000000334,260760.0,0.0108,37,32,8,4,184.00000000000003,374.00000000000006,260944.0,261134.0,374.0
3670,B6T0000000334,260760.0,0.0108,37,32,8,4,184.00000000000003,374.00000000000006,261318.0,261508.0,748.0
1612,B6T0000001083,261420.0,0.0602,20,9,7,4,58.0,122.0,261566.0,261630.0,210.0
1617,B6T0000001083,261420.0,0.0602,20,9,7,4,58.0,122.0,261688.0,261752.0,332.0
1616,B6T0000001083,261420.0,0.0602,20,9,8,4,58.0,122.0,261810.0,261874.0,454.0
1620,B6T0000001083,261420.0,0.0602,20,9,8,4,58.0,122.0,261932.0,261996.0,576.0
2661,B6T0000001882,261960.0,0.024,20,8,8,4,55.0,116.0,262051.0,262112.0,152.0
2662,B6T0000001882,261960.0,0.024,20,8,8,4,55.0,116.0,262167.0,262228.0,268.0
3259,B6T0000000138,262500.0,0.0151,28,45,8,4,220.50000000000009,447.00000000000017,262720.5,262947.0,447.0
3258,B6T0000000138,262500.0,0.0151,28,45,8,4,220.50000000000009,447.00000000000017,263167.5,263394.0,894.0
3700,B6T0000000356,264720.0,0.0106,35,35,8,4,192.00000000000006,390.0000000000001,264912.0,265110.0,390.0
3701,B6T0000000356,264720.0,0.0106,35,35,8,4,192.00000000000006,390.0000000000001,265302.0,265500.0,780.0
3448,B6T0000000642,266460.0,0.0126,25,36,8,4,176.00000000000006,358.0000000000001,266636.0,266818.0,358.0
3449,B6T0000000642,266460.0,0.0126,25,36,8,4,176.00000000000006,358.0000000000001,266994.0,267176.0,716.0
3140,B6T0000000039,270240.0,0.0168,27,44,8,4,213.50000000000009,433.00000000000017,270453.5,270673.0,433.0
3141,B6T0000000039,270240.0,0.0168,27,44,8,4,213.50000000000009,433.00000000000017,270886.5,271106.0,866.0
2562,B6T0000001537,271980.0,0.0268,20,2,7,4,43.0,92.0,272023.0,272072.0,92.0
2563,B6T0000001537,271980.0,0.0268,20,2,7,4,43.0,92.0,272115.0,272164.0,184.0
2560,B6T0000001537,271980.0,0.0268,20,2,8,4,43.0,92.0,272207.0,272256.0,276.0
1004,B6T0000001090,275880.0,0.1122,11,12,7,4,52.0,110.0,275932.0,275990.0,110.0
2668,B6T0000000193,276480.0,0.0239,12,50,7,4,213.50000000000009,433.00000000000017,276693.5,276913.0,433.0
2670,B6T0000000193,276480.0,0.0239,12,50,7,4,213.50000000000009,433.00000000000017,277126.5,277346.0,866.0
2669,B6T0000000193,276480.0,0.0239,12,50,8,4,213.50000000000009,433.00000000000017,277559.5,277779.0,1299.0
2671,B6T0000000193,276480.0,0.0239,12,50,8,4,213.50000000000009,433.00000000000017,277992.5,278212.0,1732.0
2774,B6T0000000030,280620.0,0.0226,17,47,7,4,208.50000000000009,423.00000000000017,280828.5,281043.0,423.0
2775,B6T0000000030,280620.0,0.0226,17,47,7,4,208.50000000000009,423.00000000000017,281251.5,281466.0,846.0
3262,B6T0000000078,281040.0,0.015,22,50,7,4,233.50000000000009,473.00000000000017,281699.5,281939.0,899.0
3263,B6T0000000078,281040.0,0.015,22,50,7,4,233.50000000000009,473.00000000000017,282172.5,282412.0,1372.0
574,B6T0000001238,286080.0,0.1832,3,16,7,4,51.99999999999999,109.99999999999999,286132.0,286190.0,110.0
573,B6T0000001238,286080.0,0.1832,3,16,7,4,51.99999999999999,109.99999999999999,286242.0,286300.0,220.0
572,B6T0000001238,286080.0,0.1832,3,16,8,4,51.99999999999999,109.99999999999999,286352.0,286410.0,330.0
576,B6T0000001238,286080.0,0.1832,3,16,8,4,51.99999999999999,109.99999999999999,286462.0,286520.0,440.0
1343,B6T0000000043,286500.0,0.0765,6,45,7,4,176.50000000000009,359.00000000000017,286696.5,286879.0,379.0
1346,B6T0000000043,286500.0,0.0765,6,45,7,4,176.50000000000009,359.00000000000017,287055.5,287238.0,738.0
1341,B6T0000000043,286500.0,0.0765,6,45,8,4,176.50000000000009,359.00000000000017,287414.5,287597.0,1097.0
1344,B6T0000000043,286500.0,0.0765,6,45,8,4,176.50000000000009,359.00000000000017,287773.5,287956.0,1456.0
1096,B6T0000001415,287640.0,0.1031,3,7,7,4,19.0,44.0,287975.0,288000.0,360.0
2110,B6T0000000611,287400.0,0.0395,2,32,8,4,114.00000000000003,234.00000000000006,288114.0,288234.0,834.0
2109,B6T0000000611,287400.0,0.0395,2,32,8,4,114.00000000000003,234.00000000000006,288348.0,288468.0,1068.0
3360,B6T0000000601,289020.0,0.0136,28,30,7,4,158.00000000000003,322.00000000000006,289178.0,289342.0,322.0
3361,B6T0000000601,289020.0,0.0136,28,30,7,4,158.00000000000003,322.00000000000006,289500.0,289664.0,644.0
3498,B6T0000001296,293100.0,0.0121,40,23,8,4,154.0,314.0,293254.0,293414.0,314.0
3499,B6T0000001296,293100.0,0.0121,40,23,8,4,154.0,314.0,293568.0,293728.0,628.0
1374,B6T0000000150,295080.0,0.0758,1,49,7,4,186.50000000000009,379.00000000000017,295266.5,295459.0,379.0
1373,B6T0000000150,295080.0,0.0758,1,49,7,4,186.50000000000009,379.00000000000017,295645.5,295838.0,758.0
467,B6T0000001382,295740.0,0.1892,4,2,8,4,11.0,28.0,295849.0,295866.0,126.0
466,B6T0000001382,295740.0,0.1892,4,2,8,4,11.0,28.0,295877.0,295894.0,154.0
1371,B6T0000000150,295080.0,0.0758,1,49,8,4,186.50000000000009,379.00000000000017,296080.5,296273.0,1193.0
1367,B6T0000000150,295080.0,0.0758,1,49,8,4,186.50000000000009,379.00000000000017,296459.5,296652.0,1572.0
2535,B6T0000001134,301020.0,0.027,5,35,8,4,132.00000000000006,270.0000000000001,301152.0,301290.0,270.0
2536,B6T0000001134,301020.0,0.027,5,35,8,4,132.00000000000006,270.0000000000001,301422.0,301560.0,540.0
1227,B6T0000000577,301800.0,0.0912,1,23,7,4,76.00000000000001,158.00000000000003,301876.0,301958.0,158.0
1226,B6T0000000577,301800.0,0.0912,1,23,7,4,76.00000000000001,158.00000000000003,302034.0,302116.0,316.0
340,B6T0000000139,301980.0,0.2024,1,45,7,4,166.50000000000009,339.00000000000017,302282.5,302455.0,475.0
