货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,物理距离(mm)
9,6,9,浅位,B6T0000001647,E1,4700.0
9,6,9,深位,B6T0000001647,E1,4700.0
9,6,10,浅位,B6T0000001407,E1,5100.0
9,6,10,深位,B6T0000001407,E1,5100.0
9,6,11,浅位,B6T0000001924,E1,5500.0
9,6,11,深位,B6T0000001924,E1,5500.0
9,6,12,浅位,B6T0000001860,E1,5900.0
9,6,12,深位,B6T0000001860,E1,5900.0
9,6,14,浅位,B6T0000001791,E1,6700.0
9,6,14,深位,B6T0000001791,E1,6700.0
9,6,15,浅位,B6T0000001343,E1,7100.0
9,6,15,深位,B6T0000001343,E1,7100.0
9,6,16,浅位,B6T0000001540,E1,7500.0
9,6,16,深位,B6T0000001540,E1,7500.0
9,6,17,浅位,B6T0000001446,E1,7900.0
9,6,17,深位,B6T0000001446,E1,7900.0
9,6,19,浅位,B6T0000001806,E1,8700.0
9,6,19,深位,B6T0000001806,E1,8700.0
9,6,20,浅位,B6T0000001335,E1,9100.0
9,6,20,深位,B6T0000001335,E1,9100.0
9,6,21,浅位,B6T0000001958,E1,9500.0
9,6,21,深位,B6T0000001958,E1,9500.0
9,6,22,浅位,B6T0000001496,E1,9900.0
9,6,22,深位,B6T0000001496,E1,9900.0
9,6,23,浅位,B6T0000001556,E1,10300.0
9,6,23,深位,B6T0000001556,E1,10300.0
9,6,24,浅位,B6T0000001582,E1,10700.0
9,6,25,浅位,B6T0000001351,E1,11100.0
9,6,25,深位,B6T0000001351,E1,11100.0
9,6,26,浅位,B6T0000001759,E1,11500.0
9,6,26,深位,B6T0000001759,E1,11500.0
9,6,27,浅位,B6T0000001627,E1,11900.0
9,6,27,深位,B6T0000001627,E1,11900.0
9,6,28,浅位,B6T0000001377,E1,12300.0
9,6,28,深位,B6T0000001377,E1,12300.0
9,6,29,浅位,B6T0000001329,E1,12700.0
9,6,29,深位,B6T0000001329,E1,12700.0
9,6,30,浅位,B6T0000001545,E1,13100.0
9,6,30,深位,B6T0000001545,E1,13100.0
9,6,31,浅位,B6T0000001782,E1,13500.0
9,6,31,深位,B6T0000001782,E1,13500.0
9,6,32,浅位,B6T0000001914,E1,13900.0
9,6,32,深位,B6T0000001914,E1,13900.0
9,6,33,浅位,B6T0000001352,E1,14300.0
9,6,33,深位,B6T0000001352,E1,14300.0
9,6,34,浅位,B6T0000001357,E1,14700.0
9,6,34,深位,B6T0000001357,E1,14700.0
9,6,35,浅位,B6T0000001505,E1,15100.0
9,6,35,深位,B6T0000001505,E1,15100.0
9,6,36,浅位,B6T0000001963,E1,15500.0
9,6,36,深位,B6T0000001963,E1,15500.0
9,6,37,浅位,B6T0000001913,E1,15900.0
9,6,37,深位,B6T0000001913,E1,15900.0
9,6,38,浅位,B6T0000001394,E1,16300.0
9,6,38,深位,B6T0000001394,E1,16300.0
9,6,39,浅位,B6T0000001775,E1,16700.0
9,6,39,深位,B6T0000001775,E1,16700.0
9,6,40,浅位,B6T0000001974,E1,17100.0
9,6,40,深位,B6T0000001974,E1,17100.0
9,6,41,浅位,B6T0000001412,E1,17500.0
9,6,41,深位,B6T0000001412,E1,17500.0
9,6,42,浅位,B6T0000001778,E1,17900.0
9,6,42,深位,B6T0000001778,E1,17900.0
9,6,43,浅位,B6T0000001719,E1,18300.0
9,6,43,深位,B6T0000001719,E1,18300.0
9,6,44,浅位,B6T0000001871,E1,18700.0
9,6,44,深位,B6T0000001871,E1,18700.0
9,6,45,浅位,B6T0000001600,E1,19100.0
9,6,45,深位,B6T0000001600,E1,19100.0
9,6,46,浅位,B6T0000001326,E1,19500.0
9,6,47,浅位,B6T0000001637,E1,19900.0
9,6,47,深位,B6T0000001637,E1,19900.0
9,6,48,浅位,B6T0000001434,E1,20300.0
9,6,48,深位,B6T0000001434,E1,20300.0
9,6,49,浅位,B6T0000001417,E1,20700.0
9,6,49,深位,B6T0000001417,E1,20700.0
9,6,50,浅位,B6T0000001575,E1,21100.0
9,6,50,深位,B6T0000001575,E1,21100.0
9,6,51,浅位,B6T0000001598,E1,21500.0
9,6,51,深位,B6T0000001598,E1,21500.0
9,6,52,浅位,B6T0000001695,E1,21900.0
9,6,52,深位,B6T0000001695,E1,21900.0
9,6,53,浅位,B6T0000001716,E1,22300.0
9,6,53,深位,B6T0000001716,E1,22300.0
9,6,54,浅位,B6T0000001422,E1,22700.0
9,6,54,深位,B6T0000001422,E1,22700.0
9,6,55,浅位,B6T0000001513,E1,23100.0
9,6,55,深位,B6T0000001513,E1,23100.0
9,7,1,浅位,B6T0000001440,E1,1700.0
9,7,1,深位,B6T0000001440,E1,1700.0
9,7,2,浅位,B6T0000001800,E1,2100.0
9,7,2,深位,B6T0000001800,E1,2100.0
9,7,3,浅位,B6T0000001975,E1,2500.0
9,7,3,深位,B6T0000001975,E1,2500.0
9,7,5,浅位,B6T0000001604,E1,3300.0
9,7,5,深位,B6T0000001604,E1,3300.0
9,7,6,浅位,B6T0000001774,E1,3700.0
9,7,6,深位,B6T0000001774,E1,3700.0
9,7,7,浅位,B6T0000001852,E1,4100.0
9,7,7,深位,B6T0000001852,E1,4100.0
9,7,8,浅位,B6T0000001447,E1,4500.0
9,7,9,浅位,B6T0000001851,E1,4900.0
9,7,9,深位,B6T0000001851,E1,4900.0
9,7,10,浅位,B6T0000001828,E1,5300.0
9,7,10,深位,B6T0000001828,E1,5300.0
9,7,11,浅位,B6T0000001899,E1,5700.0
9,7,11,深位,B6T0000001899,E1,5700.0
9,7,12,浅位,B6T0000001689,E1,6100.0
9,7,12,深位,B6T0000001689,E1,6100.0
9,7,13,浅位,B6T0000001801,E1,6500.0
9,7,13,深位,B6T0000001801,E1,6500.0
9,7,14,浅位,B6T0000001619,E1,6900.0
9,7,14,深位,B6T0000001619,E1,6900.0
9,7,15,浅位,B6T0000001331,E1,7300.0
9,7,16,浅位,B6T0000001586,E1,7700.0
9,7,16,深位,B6T0000001586,E1,7700.0
9,7,17,浅位,B6T0000001943,E1,8100.0
9,7,18,浅位,B6T0000001566,E1,8500.0
9,7,18,深位,B6T0000001566,E1,8500.0
9,7,19,浅位,B6T0000001995,E1,8900.0
9,7,19,深位,B6T0000001995,E1,8900.0
9,7,20,浅位,B6T0000001706,E1,9300.0
9,7,20,深位,B6T0000001706,E1,9300.0
9,7,21,浅位,B6T0000001731,E1,9700.0
9,7,21,深位,B6T0000001731,E1,9700.0
9,7,22,浅位,B6T0000001787,E1,10100.0
9,7,22,深位,B6T0000001787,E1,10100.0
9,7,23,浅位,B6T0000001831,E1,10500.0
9,7,23,深位,B6T0000001831,E1,10500.0
9,7,24,浅位,B6T0000001570,E1,10900.0
9,7,24,深位,B6T0000001570,E1,10900.0
9,7,25,浅位,B6T0000001618,E1,11300.0
9,7,25,深位,B6T0000001618,E1,11300.0
9,7,26,浅位,B6T0000001640,E1,11700.0
9,7,26,深位,B6T0000001640,E1,11700.0
9,7,27,浅位,B6T0000001605,E1,12100.0
9,7,27,深位,B6T0000001605,E1,12100.0
9,7,28,浅位,B6T0000001726,E1,12500.0
9,7,28,深位,B6T0000001726,E1,12500.0
9,7,29,浅位,B6T0000001432,E1,12900.0
9,7,29,深位,B6T0000001432,E1,12900.0
9,7,30,浅位,B6T0000001767,E1,13300.0
9,7,30,深位,B6T0000001767,E1,13300.0
9,7,31,浅位,B6T0000001430,E1,13700.0
9,7,31,深位,B6T0000001430,E1,13700.0
9,7,32,浅位,B6T0000001842,E1,14100.0
9,7,32,深位,B6T0000001842,E1,14100.0
9,7,33,浅位,B6T0000001565,E1,14500.0
9,7,33,深位,B6T0000001565,E1,14500.0
9,7,34,浅位,B6T0000001467,E1,14900.0
9,7,34,深位,B6T0000001467,E1,14900.0
9,7,35,浅位,B6T0000001488,E1,15300.0
9,7,35,深位,B6T0000001488,E1,15300.0
9,7,36,浅位,B6T0000001907,E1,15700.0
9,7,36,深位,B6T0000001907,E1,15700.0
9,7,37,浅位,B6T0000001522,E1,16100.0
9,7,38,浅位,B6T0000001948,E1,16500.0
9,7,38,深位,B6T0000001948,E1,16500.0
9,7,39,浅位,B6T0000001910,E1,16900.0
9,7,39,深位,B6T0000001910,E1,16900.0
9,7,40,浅位,B6T0000001596,E1,17300.0
9,7,40,深位,B6T0000001596,E1,17300.0
9,7,41,浅位,B6T0000001543,E1,17700.0
9,7,41,深位,B6T0000001543,E1,17700.0
9,7,42,浅位,B6T0000001753,E1,18100.0
9,7,42,深位,B6T0000001753,E1,18100.0
9,7,43,浅位,B6T0000001707,E1,18500.0
9,7,43,深位,B6T0000001707,E1,18500.0
9,7,44,浅位,B6T0000001626,E1,18900.0
9,7,44,深位,B6T0000001626,E1,18900.0
9,7,45,浅位,B6T0000001368,E1,19300.0
9,7,45,深位,B6T0000001368,E1,19300.0
9,7,46,浅位,B6T0000001884,E1,19700.0
9,7,46,深位,B6T0000001884,E1,19700.0
9,7,47,浅位,B6T0000001693,E1,20100.0
9,7,47,深位,B6T0000001693,E1,20100.0
9,7,48,浅位,B6T0000001592,E1,20500.0
9,7,48,深位,B6T0000001592,E1,20500.0
9,7,49,浅位,B6T0000001668,E1,20900.0
9,7,49,深位,B6T0000001668,E1,20900.0
9,7,50,浅位,B6T0000001890,E1,21300.0
9,7,50,深位,B6T0000001890,E1,21300.0
9,7,51,浅位,B6T0000001795,E1,21700.0
9,7,51,深位,B6T0000001795,E1,21700.0
9,7,52,浅位,B6T0000001714,E1,22100.0
9,7,52,深位,B6T0000001714,E1,22100.0
9,7,53,浅位,B6T0000001866,E1,22500.0
9,7,53,深位,B6T0000001866,E1,22500.0
9,7,54,浅位,B6T0000001502,E1,22900.0
9,7,54,深位,B6T0000001502,E1,22900.0
9,7,55,浅位,B6T0000001483,E1,23300.0
9,7,55,深位,B6T0000001483,E1,23300.0
9,8,1,浅位,B6T0000001683,E1,1900.0
9,8,1,深位,B6T0000001683,E1,1900.0
9,8,2,浅位,B6T0000001448,E1,2300.0
9,8,2,深位,B6T0000001664,E1,2300.0
9,8,3,浅位,B6T0000001634,E1,2700.0
9,8,3,深位,B6T0000001634,E1,2700.0
9,8,4,浅位,B6T0000001854,E1,3100.0
9,8,4,深位,B6T0000001854,E1,3100.0
9,8,5,浅位,B6T0000001911,E1,3500.0
9,8,5,深位,B6T0000001911,E1,3500.0
9,8,6,浅位,B6T0000001444,E1,3900.0
9,8,6,深位,B6T0000001444,E1,3900.0
9,8,7,浅位,B6T0000001979,E1,4300.0
9,8,7,深位,B6T0000001979,E1,4300.0
9,8,8,浅位,B6T0000001564,E1,4700.0
9,8,8,深位,B6T0000001564,E1,4700.0
9,8,9,浅位,B6T0000001935,E1,5100.0
9,8,9,深位,B6T0000001935,E1,5100.0
9,8,10,浅位,B6T0000001327,E1,5500.0
9,8,10,深位,B6T0000001327,E1,5500.0
9,8,11,浅位,B6T0000001860,E1,5900.0
9,8,11,深位,B6T0000001860,E1,5900.0
9,8,12,浅位,B6T0000001630,E1,6300.0
9,8,12,深位,B6T0000001630,E1,6300.0
9,8,13,浅位,B6T0000001572,E1,6700.0
9,8,13,深位,B6T0000001572,E1,6700.0
9,8,14,浅位,B6T0000001986,E1,7100.0
9,8,15,浅位,B6T0000001649,E1,7500.0
9,8,15,深位,B6T0000001649,E1,7500.0
9,8,16,浅位,B6T0000001724,E1,7900.0
9,8,16,深位,B6T0000001724,E1,7900.0
9,8,17,浅位,B6T0000001934,E1,8300.0
9,8,17,深位,B6T0000001934,E1,8300.0
9,8,18,浅位,B6T0000001328,E1,8700.0
9,8,18,深位,B6T0000001328,E1,8700.0
9,8,19,浅位,B6T0000001516,E1,9100.0
9,8,19,深位,B6T0000001516,E1,9100.0
9,8,20,浅位,B6T0000001882,E1,9500.0
9,8,20,深位,B6T0000001882,E1,9500.0
9,8,21,浅位,B6T0000001451,E1,9900.0
9,8,21,深位,B6T0000001451,E1,9900.0
9,8,22,浅位,B6T0000001508,E1,10300.0
9,8,22,深位,B6T0000001508,E1,10300.0
9,8,23,浅位,B6T0000001379,E1,10700.0
9,8,23,深位,B6T0000001379,E1,10700.0
9,8,24,浅位,B6T0000001453,E1,11100.0
9,8,24,深位,B6T0000001453,E1,11100.0
9,8,25,浅位,B6T0000001547,E1,11500.0
9,8,25,深位,B6T0000001547,E1,11500.0
9,8,26,浅位,B6T0000001414,E1,11900.0
9,8,26,深位,B6T0000001414,E1,11900.0
9,8,27,浅位,B6T0000001661,E1,12300.0
9,8,27,深位,B6T0000001661,E1,12300.0
9,8,28,浅位,B6T0000001987,E1,12700.0
9,8,28,深位,B6T0000001987,E1,12700.0
9,8,29,浅位,B6T0000001983,E1,13100.0
9,8,29,深位,B6T0000001983,E1,13100.0
9,8,30,浅位,B6T0000001857,E1,13500.0
9,8,30,深位,B6T0000001857,E1,13500.0
9,8,31,浅位,B6T0000001629,E1,13900.0
9,8,31,深位,B6T0000001629,E1,13900.0
9,8,32,浅位,B6T0000001701,E1,14300.0
9,8,32,深位,B6T0000001701,E1,14300.0
9,8,33,浅位,B6T0000001739,E1,14700.0
9,8,33,深位,B6T0000001739,E1,14700.0
9,8,34,浅位,B6T0000001658,E1,15100.0
9,8,34,深位,B6T0000001658,E1,15100.0
9,8,35,浅位,B6T0000001819,E1,15500.0
9,8,35,深位,B6T0000001819,E1,15500.0
9,8,36,浅位,B6T0000001485,E1,15900.0
9,8,36,深位,B6T0000001485,E1,15900.0
9,8,37,浅位,B6T0000001837,E1,16300.0
9,8,37,深位,B6T0000001837,E1,16300.0
9,8,38,浅位,B6T0000001436,E1,16700.0
9,8,38,深位,B6T0000001436,E1,16700.0
9,8,39,浅位,B6T0000001878,E1,17100.0
9,8,39,深位,B6T0000001878,E1,17100.0
9,8,41,浅位,B6T0000001397,E1,17900.0
9,8,41,深位,B6T0000001397,E1,17900.0
9,8,42,浅位,B6T0000001635,E1,18300.0
9,8,42,深位,B6T0000001635,E1,18300.0
9,8,43,浅位,B6T0000001666,E1,18700.0
9,8,43,深位,B6T0000001666,E1,18700.0
9,8,44,浅位,B6T0000001737,E1,19100.0
9,8,44,深位,B6T0000001737,E1,19100.0
9,8,45,浅位,B6T0000001571,E1,19500.0
9,8,45,深位,B6T0000001571,E1,19500.0
9,8,46,浅位,B6T0000001710,E1,19900.0
9,8,46,深位,B6T0000001710,E1,19900.0
9,8,47,浅位,B6T0000001697,E1,20300.0
9,8,47,深位,B6T0000001697,E1,20300.0
9,8,48,浅位,B6T0000001846,E1,20700.0
9,8,48,深位,B6T0000001846,E1,20700.0
9,8,49,浅位,B6T0000001575,E1,21100.0
9,8,50,浅位,B6T0000001950,E1,21500.0
9,8,50,深位,B6T0000001950,E1,21500.0
9,8,51,浅位,B6T0000001338,E1,21900.0
9,8,51,深位,B6T0000001338,E1,21900.0
9,8,52,浅位,B6T0000001940,E1,22300.0
9,8,52,深位,B6T0000001940,E1,22300.0
9,8,53,浅位,B6T0000001903,E1,22700.0
9,8,53,深位,B6T0000001903,E1,22700.0
9,8,54,浅位,B6T0000001746,E1,23100.0
9,8,54,深位,B6T0000001746,E1,23100.0
9,9,1,浅位,B6T0000000531,E3,2200.0
9,9,1,深位,B6T0000000531,E3,2200.0
9,9,2,浅位,B6T0000001054,E3,2600.0
9,9,2,深位,B6T0000001054,E3,2600.0
9,9,3,浅位,B6T0000001209,E3,3000.0
9,9,3,深位,B6T0000001209,E3,3000.0
9,9,4,浅位,B6T0000001104,E3,3400.0
9,9,4,深位,B6T0000001104,E3,3400.0
9,9,5,浅位,B6T0000001088,E3,3800.0
9,9,5,深位,B6T0000001088,E3,3800.0
9,9,6,浅位,B6T0000001074,E3,4200.0
9,9,6,深位,B6T0000001074,E3,4200.0
9,9,7,浅位,B6T0000000441,E3,4600.0
9,9,7,深位,B6T0000000441,E3,4600.0
9,9,8,浅位,B6T0000000810,E3,5000.0
9,9,8,深位,B6T0000000437,E3,5000.0
9,9,9,浅位,B6T0000000969,E3,5400.0
9,9,9,深位,B6T0000000969,E3,5400.0
9,9,10,浅位,B6T0000000543,E3,5800.0
9,9,10,深位,B6T0000000543,E3,5800.0
9,9,12,浅位,B6T0000001226,E3,6600.0
9,9,12,深位,B6T0000001226,E3,6600.0
9,9,13,浅位,B6T0000000575,E3,7000.0
9,9,13,深位,B6T0000000575,E3,7000.0
9,9,14,浅位,B6T0000001012,E3,7400.0
9,9,14,深位,B6T0000001012,E3,7400.0
9,9,15,浅位,B6T0000000334,E3,7800.0
9,9,16,深位,B6T0000000577,E3,8200.0
9,9,16,浅位,B6T0000001122,E3,8200.0
9,9,17,浅位,B6T0000000996,E3,8600.0
9,9,17,深位,B6T0000000996,E3,8600.0
9,9,18,浅位,B6T0000000568,E3,9000.0
9,9,18,深位,B6T0000000568,E3,9000.0
9,9,19,浅位,B6T0000001311,E3,9400.0
9,9,19,深位,B6T0000001311,E3,9400.0
9,9,20,浅位,B6T0000001217,E3,9800.0
9,9,20,深位,B6T0000001217,E3,9800.0
9,9,21,浅位,B6T0000001305,E3,10200.0
9,9,21,深位,B6T0000001305,E3,10200.0
9,9,22,浅位,B6T0000001271,E3,10600.0
9,9,22,深位,B6T0000001271,E3,10600.0
9,9,23,浅位,B6T0000001243,E3,11000.0
9,9,23,深位,B6T0000001243,E3,11000.0
9,9,24,浅位,B6T0000001160,E3,11400.0
9,9,24,深位,B6T0000001160,E3,11400.0
9,9,25,浅位,B6T0000000503,E3,11800.0
9,9,25,深位,B6T0000000503,E3,11800.0
9,9,26,浅位,B6T0000000611,E3,12200.0
9,9,26,深位,B6T0000000611,E3,12200.0
9,9,27,浅位,B6T0000001098,E3,12600.0
9,9,27,深位,B6T0000001098,E3,12600.0
9,9,28,浅位,B6T0000001178,E3,13000.0
9,9,28,深位,B6T0000001178,E3,13000.0
9,9,29,浅位,B6T0000001163,E3,13400.0
9,9,29,深位,B6T0000001163,E3,13400.0
9,9,30,浅位,B6T0000000890,E3,13800.0
9,9,30,深位,B6T0000000890,E3,13800.0
9,9,31,浅位,B6T0000000500,E3,14200.0
9,9,31,深位,B6T0000000500,E3,14200.0
9,9,32,浅位,B6T0000000709,E3,14600.0
9,9,32,深位,B6T0000000709,E3,14600.0
9,9,33,浅位,B6T0000000877,E3,15000.0
9,9,34,浅位,B6T0000001172,E3,15400.0
9,9,34,深位,B6T0000001172,E3,15400.0
9,9,35,浅位,B6T0000000544,E3,15800.0
9,9,35,深位,B6T0000000544,E3,15800.0
9,9,36,浅位,B6T0000000711,E3,16200.0
9,9,36,深位,B6T0000000711,E3,16200.0
9,9,37,浅位,B6T0000000802,E3,16600.0
9,9,37,深位,B6T0000000802,E3,16600.0
9,9,38,浅位,B6T0000000477,E3,17000.0
9,9,38,深位,B6T0000000477,E3,17000.0
9,9,39,浅位,B6T0000000636,E3,17400.0
9,9,39,深位,B6T0000000636,E3,17400.0
9,9,40,浅位,B6T0000000743,E3,17800.0
9,9,40,深位,B6T0000000743,E3,17800.0
9,9,41,浅位,B6T0000000699,E3,18200.0
9,9,41,深位,B6T0000000699,E3,18200.0
9,9,42,浅位,B6T0000000788,E3,18600.0
9,9,42,深位,B6T0000000788,E3,18600.0
9,9,43,浅位,B6T0000000654,E3,19000.0
9,9,43,深位,B6T0000000654,E3,19000.0
9,9,44,浅位,B6T0000000674,E3,19400.0
9,9,44,深位,B6T0000000674,E3,19400.0
9,9,45,浅位,B6T0000001266,E3,19800.0
9,9,45,深位,B6T0000001266,E3,19800.0
9,9,46,浅位,B6T0000000465,E3,20200.0
9,9,46,深位,B6T0000000465,E3,20200.0
9,9,47,浅位,B6T0000000826,E3,20600.0
9,9,47,深位,B6T0000000826,E3,20600.0
9,9,48,浅位,B6T0000001284,E3,21000.0
9,9,48,深位,B6T0000001284,E3,21000.0
9,9,49,浅位,B6T0000000896,E3,21400.0
9,9,49,深位,B6T0000000896,E3,21400.0
9,9,50,浅位,B6T0000001208,E3,21800.0
9,9,50,深位,B6T0000001208,E3,21800.0
9,9,51,浅位,B6T0000000537,E3,22200.0
9,9,51,深位,B6T0000000537,E3,22200.0
9,9,52,浅位,B6T0000001231,E3,22600.0
9,9,52,深位,B6T0000001231,E3,22600.0
9,9,53,浅位,B6T0000000854,E3,23000.0
9,9,53,深位,B6T0000000854,E3,23000.0
9,9,54,浅位,B6T0000000842,E3,23400.0
9,9,55,浅位,B6T0000000729,E3,23800.0
9,9,55,深位,B6T0000000729,E3,23800.0
9,9,56,浅位,B6T0000000562,E3,24200.0
9,9,56,深位,B6T0000000562,E3,24200.0
9,9,57,浅位,B6T0000000429,E3,24600.0
9,9,57,深位,B6T0000000429,E3,24600.0
9,9,58,浅位,B6T0000000883,E3,25000.0
9,9,58,深位,B6T0000000883,E3,25000.0
9,9,59,浅位,B6T0000000497,E3,25400.0
9,9,59,深位,B6T0000000497,E3,25400.0
9,9,60,浅位,B6T0000001319,E3,25800.0
9,9,60,深位,B6T0000001319,E3,25800.0
9,9,61,浅位,B6T0000000335,E3,26200.0
9,9,61,深位,B6T0000000335,E3,26200.0
9,9,62,浅位,B6T0000000557,E3,26600.0
9,9,62,深位,B6T0000000557,E3,26600.0
9,9,63,浅位,B6T0000000407,E3,27000.0
9,9,63,深位,B6T0000000407,E3,27000.0
9,10,1,浅位,B6T0000001209,E3,2600.0
9,10,1,深位,B6T0000001209,E3,2600.0
9,10,2,浅位,B6T0000000847,E3,3000.0
9,10,2,深位,B6T0000000847,E3,3000.0
9,10,3,浅位,B6T0000001104,E3,3400.0
9,10,3,深位,B6T0000001104,E3,3400.0
9,10,4,浅位,B6T0000000390,E3,3800.0
9,10,4,深位,B6T0000000390,E3,3800.0
9,10,5,浅位,B6T0000001011,E3,4200.0
9,10,5,深位,B6T0000001011,E3,4200.0
9,10,6,浅位,B6T0000000441,E3,4600.0
9,10,6,深位,B6T0000000441,E3,4600.0
9,10,7,浅位,B6T0000000932,E3,5000.0
9,10,7,深位,B6T0000000932,E3,5000.0
9,10,8,深位,B6T0000000581,E3,5400.0
9,10,8,浅位,B6T0000000581,E3,5400.0
9,10,9,浅位,B6T0000000478,E3,5800.0
9,10,9,深位,B6T0000000478,E3,5800.0
9,10,10,浅位,B6T0000001238,E3,6200.0
9,10,10,深位,B6T0000001238,E3,6200.0
9,10,11,浅位,B6T0000000843,E3,6600.0
9,10,11,深位,B6T0000000843,E3,6600.0
9,10,12,浅位,B6T0000000575,E3,7000.0
9,10,12,深位,B6T0000000575,E3,7000.0
9,10,13,浅位,B6T0000001012,E3,7400.0
9,10,13,深位,B6T0000001012,E3,7400.0
9,10,14,浅位,B6T0000000806,E3,7800.0
9,10,14,深位,B6T0000000806,E3,7800.0
9,10,15,浅位,B6T0000000807,E3,8200.0
9,10,15,深位,B6T0000000807,E3,8200.0
9,10,16,浅位,B6T0000001018,E3,8600.0
9,10,16,深位,B6T0000001018,E3,8600.0
9,10,17,浅位,B6T0000000568,E3,9000.0
9,10,17,深位,B6T0000000568,E3,9000.0
9,10,18,浅位,B6T0000001311,E3,9400.0
9,10,18,深位,B6T0000001311,E3,9400.0
9,10,19,浅位,B6T0000001083,E3,9800.0
9,10,19,深位,B6T0000001083,E3,9800.0
9,10,20,浅位,B6T0000001048,E3,10200.0
9,10,20,深位,B6T0000001048,E3,10200.0
9,10,21,浅位,B6T0000000396,E3,10600.0
9,10,21,深位,B6T0000000396,E3,10600.0
9,10,22,浅位,B6T0000001027,E3,11000.0
9,10,22,深位,B6T0000001027,E3,11000.0
9,10,23,浅位,B6T0000001140,E3,11400.0
9,10,23,深位,B6T0000001140,E3,11400.0
9,10,24,浅位,B6T0000000530,E3,11800.0
9,10,24,深位,B6T0000000530,E3,11800.0
9,10,25,浅位,B6T0000001053,E3,12200.0
9,10,25,深位,B6T0000001053,E3,12200.0
9,10,26,浅位,B6T0000001272,E3,12600.0
9,10,26,深位,B6T0000001272,E3,12600.0
9,10,27,浅位,B6T0000000710,E3,13000.0
9,10,27,深位,B6T0000000710,E3,13000.0
9,10,28,浅位,B6T0000001163,E3,13400.0
9,10,28,深位,B6T0000001163,E3,13400.0
9,10,29,浅位,B6T0000000778,E3,13800.0
9,10,29,深位,B6T0000000778,E3,13800.0
9,10,30,浅位,B6T0000000381,E3,14200.0
9,10,30,深位,B6T0000000381,E3,14200.0
9,10,31,深位,B6T0000001153,E3,14600.0
9,10,31,浅位,B6T0000000543,E3,14600.0
9,10,32,浅位,B6T0000001147,E3,15000.0
9,10,32,深位,B6T0000001147,E3,15000.0
9,10,33,浅位,B6T0000001172,E3,15400.0
9,10,33,深位,B6T0000001172,E3,15400.0
9,10,34,浅位,B6T0000000544,E3,15800.0
9,10,34,深位,B6T0000000544,E3,15800.0
9,10,35,浅位,B6T0000001031,E3,16200.0
9,10,35,深位,B6T0000001031,E3,16200.0
9,10,36,浅位,B6T0000000802,E3,16600.0
9,10,36,深位,B6T0000000802,E3,16600.0
9,10,37,浅位,B6T0000000326,E3,17000.0
9,10,37,深位,B6T0000000326,E3,17000.0
9,10,38,浅位,B6T0000001051,E3,17400.0
9,10,38,深位,B6T0000001051,E3,17400.0
9,10,39,浅位,B6T0000000743,E3,17800.0
9,10,39,深位,B6T0000000743,E3,17800.0
9,10,40,浅位,B6T0000000699,E3,18200.0
9,10,40,深位,B6T0000000699,E3,18200.0
9,10,41,浅位,B6T0000000788,E3,18600.0
9,10,41,深位,B6T0000000788,E3,18600.0
9,10,42,浅位,B6T0000000343,E3,19000.0
9,10,42,深位,B6T0000000343,E3,19000.0
9,10,43,浅位,B6T0000000674,E3,19400.0
9,10,43,深位,B6T0000000674,E3,19400.0
9,10,44,浅位,B6T0000001266,E3,19800.0
9,10,44,深位,B6T0000001266,E3,19800.0
9,10,45,浅位,B6T0000000465,E3,20200.0
9,10,45,深位,B6T0000000465,E3,20200.0
9,10,46,浅位,B6T0000001141,E3,20600.0
9,10,46,深位,B6T0000001141,E3,20600.0
9,10,47,浅位,B6T0000001284,E3,21000.0
9,10,47,深位,B6T0000001284,E3,21000.0
9,10,48,浅位,B6T0000000416,E3,21400.0
9,10,48,深位,B6T0000000416,E3,21400.0
9,10,49,浅位,B6T0000001208,E3,21800.0
9,10,49,深位,B6T0000001208,E3,21800.0
9,10,50,浅位,B6T0000000889,E3,22200.0
9,10,50,深位,B6T0000000889,E3,22200.0
9,10,51,浅位,B6T0000000880,E3,22600.0
9,10,51,深位,B6T0000000880,E3,22600.0
9,10,52,浅位,B6T0000001256,E3,23000.0
9,10,52,深位,B6T0000001256,E3,23000.0
9,10,53,浅位,B6T0000000721,E3,23400.0
9,10,53,深位,B6T0000000721,E3,23400.0
9,10,54,浅位,B6T0000000730,E3,23800.0
9,10,54,深位,B6T0000000730,E3,23800.0
9,10,55,浅位,B6T0000000930,E3,24200.0
9,10,55,深位,B6T0000000930,E3,24200.0
9,10,56,浅位,B6T0000000750,E3,24600.0
9,10,56,深位,B6T0000000750,E3,24600.0
9,10,57,浅位,B6T0000000400,E3,25000.0
9,10,57,深位,B6T0000000400,E3,25000.0
9,10,58,浅位,B6T0000000497,E3,25400.0
9,10,58,深位,B6T0000000497,E3,25400.0
9,10,59,浅位,B6T0000000616,E3,25800.0
9,10,59,深位,B6T0000000616,E3,25800.0
9,10,60,浅位,B6T0000000610,E3,26200.0
9,10,60,深位,B6T0000000610,E3,26200.0
9,10,61,浅位,B6T0000000901,E3,26600.0
9,10,61,深位,B6T0000000901,E3,26600.0
9,10,62,浅位,B6T0000000407,E3,27000.0
9,10,62,深位,B6T0000000407,E3,27000.0
9,10,65,浅位,B6T0000000831,E3,28200.0
9,11,1,浅位,B6T0000000532,E3,3000.0
9,11,1,深位,B6T0000000532,E3,3000.0
9,11,2,浅位,B6T0000000475,E3,3400.0
9,11,2,深位,B6T0000000475,E3,3400.0
9,11,3,浅位,B6T0000000390,E3,3800.0
