入库批次,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),流动时间(s),是否复合
IN0451,B6T0000001361,E1,4,7,6,7,浅位,42000.0,42052.0,42083.0,83.0,否
IN0101,B6T0000000285,E4,4,7,45,3,浅位,45840.0,46143.0,46319.5,479.5,是
IN0101,B6T0000000285,E4,4,7,45,3,深位,45840.0,46542.0,46718.5,878.5,是
IN0101,B6T0000000285,E4,4,8,45,3,浅位,45840.0,46941.0,47117.5,1277.5,否
IN0086,B6T0000000234,E4,4,8,46,9,深位,45960.0,47288.0,47481.5,1521.5,否
IN0086,B6T0000000234,E4,4,7,48,7,浅位,45960.0,47669.0,47868.5,1908.5,否
IN0069,B6T0000000193,E4,4,7,48,7,深位,46440.0,48062.0,48261.5,1821.5,否
IN0069,B6T0000000193,E4,4,8,48,7,浅位,46440.0,48455.0,48654.5,2214.5,否
IN0607,B6T0000001794,E1,4,7,6,7,深位,48720.0,48848.0,48879.0,159.0,否
IN0607,B6T0000001794,E1,4,8,6,7,浅位,48720.0,48904.0,48935.0,215.0,否
IN0268,B6T0000000799,E3,4,7,18,15,浅位,48960.0,48960.0,49050.0,90.0,否
IN0268,B6T0000000799,E3,4,7,18,15,深位,48960.0,49134.0,49224.0,264.0,否
IN0546,B6T0000001636,E1,4,8,6,7,深位,49200.0,49308.0,49339.0,139.0,否
IN0546,B6T0000001636,E1,4,7,1,12,深位,49200.0,49364.0,49395.0,195.0,否
IN0546,B6T0000001636,E1,4,8,6,12,深位,49200.0,49420.0,49461.0,261.0,否
IN0546,B6T0000001636,E1,4,7,2,18,深位,49200.0,49496.0,49541.0,341.0,否
IN0539,B6T0000001604,E1,4,7,7,13,浅位,49320.0,49580.0,49625.0,305.0,否
IN0539,B6T0000001604,E1,4,7,7,13,深位,49320.0,49664.0,49709.0,389.0,否
IN0268,B6T0000000799,E3,4,7,23,10,深位,48960.0,49748.0,49848.0,888.0,否
IN0268,B6T0000000799,E3,4,7,32,2,深位,48960.0,49942.0,50062.0,1102.0,否
IN0268,B6T0000000799,E3,4,7,33,2,深位,48960.0,50176.0,50300.0,1340.0,否
IN0268,B6T0000000799,E3,4,7,14,42,深位,48960.0,50418.0,50546.0,1586.0,否
IN0268,B6T0000000799,E3,4,8,14,42,浅位,48960.0,50668.0,50796.0,1836.0,否
IN0268,B6T0000000799,E3,4,8,14,42,深位,48960.0,50918.0,51046.0,2086.0,否
IN0268,B6T0000000799,E3,4,7,33,4,深位,48960.0,51168.0,51296.0,2336.0,是
IN0268,B6T0000000799,E3,4,7,10,31,浅位,48960.0,51532.0,51622.0,2662.0,是
IN0268,B6T0000000799,E3,4,7,10,31,深位,48960.0,51712.0,51802.0,2842.0,是
IN0268,B6T0000000799,E3,4,8,10,31,浅位,48960.0,51892.0,51982.0,3022.0,是
IN0268,B6T0000000799,E3,4,8,10,31,深位,48960.0,52072.0,52162.0,3202.0,是
IN0268,B6T0000000799,E3,4,7,33,5,深位,48960.0,52252.0,52382.0,3422.0,是
IN0268,B6T0000000799,E3,4,8,27,21,深位,48960.0,52596.0,52734.0,3774.0,否
IN0268,B6T0000000799,E3,4,8,28,19,深位,48960.0,52866.0,53004.0,4044.0,否
IN0268,B6T0000000799,E3,4,7,16,47,浅位,48960.0,53136.0,53282.0,4322.0,否
IN0268,B6T0000000799,E3,4,7,16,47,深位,48960.0,53422.0,53568.0,4608.0,否
IN0268,B6T0000000799,E3,4,7,11,58,深位,48960.0,53708.0,53856.0,4896.0,否
IN0268,B6T0000000799,E3,4,7,9,63,深位,48960.0,53998.0,54148.0,5188.0,否
IN0268,B6T0000000799,E3,4,7,10,61,深位,48960.0,54292.0,54442.0,5482.0,否
IN0268,B6T0000000799,E3,4,7,35,11,深位,48960.0,54586.0,54736.0,5776.0,否
IN0268,B6T0000000799,E3,4,7,40,1,深位,48960.0,54880.0,55030.0,6070.0,否
IN0268,B6T0000000799,E3,4,7,9,64,浅位,48960.0,55174.0,55326.0,6366.0,否
IN0268,B6T0000000799,E3,4,7,9,64,深位,48960.0,55472.0,55624.0,6664.0,否
IN0268,B6T0000000799,E3,4,7,19,44,深位,48960.0,55770.0,55922.0,6962.0,是
IN0420,B6T0000001285,E3,4,8,9,64,浅位,51240.0,56074.0,56226.0,4986.0,是
IN0420,B6T0000001285,E3,4,8,9,64,深位,51240.0,56378.0,56530.0,5290.0,是
IN0420,B6T0000001285,E3,4,8,19,44,浅位,51240.0,56682.0,56834.0,5594.0,是
IN0069,B6T0000000193,E4,4,7,43,21,深位,46440.0,56986.0,57188.5,10748.5,是
IN0069,B6T0000000193,E4,4,8,45,19,深位,46440.0,57391.0,57599.5,11159.5,是
IN0069,B6T0000000193,E4,4,7,44,27,深位,46440.0,57808.0,58027.5,11587.5,是
IN0069,B6T0000000193,E4,4,7,47,26,深位,46440.0,58247.0,58479.5,12039.5,是
IN0562,B6T0000001666,E1,4,7,5,2,浅位,59220.0,59254.0,59273.0,53.0,是
IN0562,B6T0000001666,E1,4,7,5,2,深位,59220.0,59342.0,59361.0,141.0,否
IN0562,B6T0000001666,E1,4,8,5,2,浅位,59220.0,59374.0,59393.0,173.0,否
IN0444,B6T0000001346,E1,4,8,5,2,深位,59400.0,59406.0,59425.0,25.0,否
IN0444,B6T0000001346,E1,4,7,8,1,浅位,59400.0,59438.0,59461.0,61.0,否
IN0164,B6T0000000481,E3,4,7,9,10,浅位,59400.0,59478.0,59522.0,122.0,否
IN0164,B6T0000000481,E3,4,7,9,10,深位,59400.0,59560.0,59604.0,204.0,否
IN0164,B6T0000000481,E3,4,8,9,10,浅位,59400.0,59642.0,59686.0,286.0,否
IN0164,B6T0000000481,E3,4,8,9,10,深位,59400.0,59724.0,59768.0,368.0,否
IN0164,B6T0000000481,E3,4,8,19,44,深位,59400.0,59806.0,59958.0,558.0,否
IN0164,B6T0000000481,E3,4,7,9,65,浅位,59400.0,60104.0,60258.0,858.0,否
IN0188,B6T0000000543,E3,4,7,9,65,深位,59580.0,60406.0,60560.0,980.0,否
IN0188,B6T0000000543,E3,4,7,10,63,浅位,59580.0,60708.0,60862.0,1282.0,否
IN0188,B6T0000000543,E3,4,7,10,63,深位,59580.0,61010.0,61164.0,1584.0,否
IN0188,B6T0000000543,E3,4,7,11,61,浅位,59580.0,61312.0,61466.0,1886.0,否
IN0188,B6T0000000543,E3,4,7,11,61,深位,59580.0,61614.0,61768.0,2188.0,否
IN0188,B6T0000000543,E3,4,8,9,65,浅位,59580.0,61916.0,62070.0,2490.0,否
IN0534,B6T0000001586,E1,4,7,8,1,深位,82740.0,82740.0,82763.0,23.0,否
IN0534,B6T0000001586,E1,4,8,8,1,浅位,82740.0,82780.0,82803.0,63.0,否
IN0534,B6T0000001586,E1,4,8,8,1,深位,82740.0,82820.0,82843.0,103.0,否
IN0534,B6T0000001586,E1,4,7,2,8,浅位,82740.0,82860.0,82885.0,145.0,否
IN0534,B6T0000001586,E1,4,7,2,8,深位,82740.0,82904.0,82929.0,189.0,否
IN0534,B6T0000001586,E1,4,8,2,8,浅位,82740.0,82948.0,82973.0,233.0,否
IN0534,B6T0000001586,E1,4,8,2,8,深位,82740.0,82992.0,83017.0,277.0,否
IN0534,B6T0000001586,E1,4,7,2,15,浅位,82740.0,83036.0,83075.0,335.0,否
IN0517,B6T0000001547,E1,4,7,2,15,深位,84600.0,84600.0,84639.0,39.0,否
IN0517,B6T0000001547,E1,4,8,7,13,浅位,84600.0,84672.0,84717.0,117.0,否
IN0517,B6T0000001547,E1,4,8,7,13,深位,84600.0,84756.0,84801.0,201.0,否
IN0517,B6T0000001547,E1,4,8,7,14,深位,84600.0,84840.0,84887.0,287.0,否
IN0517,B6T0000001547,E1,4,7,1,21,深位,84600.0,84928.0,84977.0,377.0,否
IN0313,B6T0000000940,E3,4,8,24,3,浅位,87000.0,87058.0,87148.0,148.0,是
IN0313,B6T0000000940,E3,4,8,24,3,深位,87000.0,87354.0,87444.0,444.0,是
IN0313,B6T0000000940,E3,4,8,38,4,浅位,87000.0,87558.0,87706.0,706.0,是
IN0245,B6T0000000719,E3,4,7,14,5,浅位,91260.0,91436.0,91490.0,230.0,是
IN0245,B6T0000000719,E3,4,7,23,8,浅位,91260.0,91796.0,91892.0,632.0,是
IN0482,B6T0000001460,E1,4,7,1,9,浅位,91800.0,92184.0,92209.0,409.0,是
IN0482,B6T0000001460,E1,4,7,1,9,深位,91800.0,92559.0,92584.0,784.0,是
IN0482,B6T0000001460,E1,4,8,1,9,浅位,91800.0,92934.0,92959.0,1159.0,是
IN0482,B6T0000001460,E1,4,8,1,9,深位,91800.0,93309.0,93334.0,1534.0,是
IN0245,B6T0000000719,E3,4,7,23,8,深位,91260.0,93684.0,93780.0,2520.0,是
IN0245,B6T0000000719,E3,4,8,23,8,浅位,91260.0,94072.0,94168.0,2908.0,是
IN0245,B6T0000000719,E3,4,7,21,10,浅位,91260.0,94272.0,94364.0,3104.0,是
IN0245,B6T0000000719,E3,4,7,21,10,深位,91260.0,94456.0,94548.0,3288.0,否
IN0286,B6T0000000861,E3,4,8,14,2,深位,95580.0,95773.0,95821.0,241.0,是
IN0286,B6T0000000861,E3,4,8,17,2,深位,95580.0,96106.0,96166.0,586.0,是
IN0286,B6T0000000861,E3,4,8,19,5,深位,95580.0,96439.0,96513.0,933.0,是
IN0286,B6T0000000861,E3,4,8,23,8,深位,95580.0,96780.0,96876.0,1296.0,否
IN0169,B6T0000000493,E3,4,7,20,24,浅位,95820.0,96966.0,97082.0,1262.0,否
IN0169,B6T0000000493,E3,4,7,20,24,深位,95820.0,97192.0,97308.0,1488.0,否
IN0169,B6T0000000493,E3,4,7,25,19,浅位,95820.0,97418.0,97544.0,1724.0,否
IN0352,B6T0000001090,E3,4,7,25,19,深位,96420.0,97664.0,97790.0,1370.0,否
IN0352,B6T0000001090,E3,4,8,25,19,浅位,96420.0,97910.0,98036.0,1616.0,否
IN0352,B6T0000001090,E3,4,8,25,19,深位,96420.0,98156.0,98282.0,1862.0,否
IN0352,B6T0000001090,E3,4,7,19,37,浅位,96420.0,98402.0,98540.0,2120.0,是
IN0352,B6T0000001090,E3,4,7,19,37,深位,96420.0,98901.0,99039.0,2619.0,是
IN0352,B6T0000001090,E3,4,8,38,4,深位,96420.0,99400.0,99548.0,3128.0,是
IN0352,B6T0000001090,E3,4,7,23,3,浅位,96420.0,99696.0,99782.0,3362.0,是
IN0352,B6T0000001090,E3,4,7,23,3,深位,96420.0,99868.0,99954.0,3534.0,是
IN0352,B6T0000001090,E3,4,7,12,14,浅位,96420.0,100084.0,100148.0,3728.0,是
IN0352,B6T0000001090,E3,4,7,12,14,深位,96420.0,100212.0,100276.0,3856.0,是
IN0352,B6T0000001090,E3,4,8,12,14,浅位,96420.0,100340.0,100404.0,3984.0,是
IN0352,B6T0000001090,E3,4,8,23,3,浅位,96420.0,100556.0,100642.0,4222.0,是
IN0352,B6T0000001090,E3,4,8,23,3,深位,96420.0,100728.0,100814.0,4394.0,否
IN0352,B6T0000001090,E3,4,7,32,18,浅位,96420.0,100894.0,101046.0,4626.0,否
IN0352,B6T0000001090,E3,4,8,9,65,深位,96420.0,101192.0,101346.0,4926.0,否
IN0352,B6T0000001090,E3,4,8,10,63,浅位,96420.0,101494.0,101648.0,5228.0,否
IN0352,B6T0000001090,E3,4,8,10,63,深位,96420.0,101796.0,101950.0,5530.0,否
IN0352,B6T0000001090,E3,4,8,11,61,浅位,96420.0,102098.0,102252.0,5832.0,否
IN0352,B6T0000001090,E3,4,8,11,61,深位,96420.0,102400.0,102554.0,6134.0,否
IN0352,B6T0000001090,E3,4,7,36,11,浅位,96420.0,102702.0,102856.0,6436.0,否
IN0352,B6T0000001090,E3,4,7,9,66,浅位,96420.0,103004.0,103160.0,6740.0,否
IN0352,B6T0000001090,E3,4,7,9,66,深位,96420.0,103310.0,103466.0,7046.0,否
IN0352,B6T0000001090,E3,4,7,10,64,浅位,96420.0,103616.0,103772.0,7352.0,否
IN0352,B6T0000001090,E3,4,7,10,64,深位,96420.0,103922.0,104078.0,7658.0,否
IN0352,B6T0000001090,E3,4,7,11,62,浅位,96420.0,104228.0,104384.0,7964.0,否
IN0352,B6T0000001090,E3,4,7,11,62,深位,96420.0,104534.0,104690.0,8270.0,否
IN0352,B6T0000001090,E3,4,7,12,60,浅位,96420.0,104840.0,104996.0,8576.0,否
IN0352,B6T0000001090,E3,4,7,12,60,深位,96420.0,105146.0,105302.0,8882.0,否
IN0352,B6T0000001090,E3,4,8,9,66,浅位,96420.0,105452.0,105608.0,9188.0,否
IN0557,B6T0000001656,E1,4,8,6,16,深位,110340.0,110340.0,110389.0,49.0,否
IN0557,B6T0000001656,E1,4,8,6,18,深位,110340.0,110432.0,110485.0,145.0,否
IN0557,B6T0000001656,E1,4,8,3,23,深位,110340.0,110532.0,110589.0,249.0,否
IN0557,B6T0000001656,E1,4,8,2,24,深位,110340.0,110640.0,110697.0,357.0,否
IN0505,B6T0000001518,E1,4,7,2,2,浅位,118560.0,118560.0,118573.0,13.0,是
IN0505,B6T0000001518,E1,4,7,2,2,深位,118560.0,118586.0,118599.0,39.0,否
IN0602,B6T0000001782,E1,4,8,2,2,浅位,121860.0,121860.0,121873.0,13.0,否
IN0602,B6T0000001782,E1,4,8,2,2,深位,121860.0,121880.0,121893.0,33.0,否
IN0602,B6T0000001782,E1,4,7,2,26,深位,121860.0,121900.0,121961.0,101.0,否
IN0602,B6T0000001782,E1,4,7,6,22,浅位,121860.0,122016.0,122077.0,217.0,否
IN0402,B6T0000001220,E3,4,7,20,3,浅位,124200.0,124200.0,124274.0,74.0,否
IN0402,B6T0000001220,E3,4,7,20,3,深位,124200.0,124342.0,124416.0,216.0,否
IN0402,B6T0000001220,E3,4,8,20,3,浅位,124200.0,124484.0,124558.0,358.0,否
IN0402,B6T0000001220,E3,4,7,21,18,浅位,124200.0,124626.0,124734.0,534.0,否
IN0402,B6T0000001220,E3,4,7,11,46,浅位,124200.0,124836.0,124960.0,760.0,否
IN0402,B6T0000001220,E3,4,7,11,46,深位,124200.0,125078.0,125202.0,1002.0,否
IN0402,B6T0000001220,E3,4,8,9,66,深位,124200.0,125320.0,125476.0,1276.0,否
IN0402,B6T0000001220,E3,4,8,10,64,浅位,124200.0,125626.0,125782.0,1582.0,是
IN0402,B6T0000001220,E3,4,7,9,4,浅位,124200.0,125938.0,125970.0,1770.0,是
IN0402,B6T0000001220,E3,4,7,9,4,深位,124200.0,126002.0,126034.0,1834.0,是
IN0402,B6T0000001220,E3,4,8,9,4,浅位,124200.0,126066.0,126098.0,1898.0,是
IN0402,B6T0000001220,E3,4,8,9,4,深位,124200.0,126130.0,126162.0,1962.0,否
IN0402,B6T0000001220,E3,4,8,10,64,深位,124200.0,126188.0,126344.0,2144.0,是
IN0402,B6T0000001220,E3,4,7,9,4,浅位,124200.0,126500.0,126532.0,2332.0,是
IN0402,B6T0000001220,E3,4,7,9,4,深位,124200.0,126564.0,126596.0,2396.0,否
IN0402,B6T0000001220,E3,4,8,11,62,浅位,124200.0,126622.0,126778.0,2578.0,否
IN0402,B6T0000001220,E3,4,8,11,62,深位,124200.0,126928.0,127084.0,2884.0,否
IN0402,B6T0000001220,E3,4,8,12,60,浅位,124200.0,127234.0,127390.0,3190.0,否
IN0402,B6T0000001220,E3,4,8,12,60,深位,124200.0,127540.0,127696.0,3496.0,否
IN0402,B6T0000001220,E3,4,7,37,10,深位,124200.0,127846.0,128002.0,3802.0,否
IN0402,B6T0000001220,E3,4,7,9,67,浅位,124200.0,128152.0,128310.0,4110.0,否
IN0402,B6T0000001220,E3,4,7,9,67,深位,124200.0,128462.0,128620.0,4420.0,否
IN0402,B6T0000001220,E3,4,7,10,65,浅位,124200.0,128772.0,128930.0,4730.0,否
IN0402,B6T0000001220,E3,4,7,10,65,深位,124200.0,129082.0,129240.0,5040.0,否
IN0402,B6T0000001220,E3,4,7,11,63,浅位,124200.0,129392.0,129550.0,5350.0,否
IN0402,B6T0000001220,E3,4,7,11,63,深位,124200.0,129702.0,129860.0,5660.0,否
IN0402,B6T0000001220,E3,4,7,12,61,浅位,124200.0,130012.0,130170.0,5970.0,否
IN0402,B6T0000001220,E3,4,7,12,61,深位,124200.0,130322.0,130480.0,6280.0,否
IN0402,B6T0000001220,E3,4,7,13,59,浅位,124200.0,130632.0,130790.0,6590.0,否
IN0402,B6T0000001220,E3,4,7,13,59,深位,124200.0,130942.0,131100.0,6900.0,是
IN0402,B6T0000001220,E3,4,8,9,63,浅位,124200.0,131274.0,131424.0,7224.0,是
IN0402,B6T0000001220,E3,4,8,9,63,深位,124200.0,131574.0,131724.0,7524.0,否
IN0402,B6T0000001220,E3,4,8,9,67,浅位,124200.0,131868.0,132026.0,7826.0,否
IN0096,B6T0000000268,E4,4,7,43,3,浅位,133980.0,134150.0,134316.5,336.5,是
IN0096,B6T0000000268,E4,4,7,43,3,深位,133980.0,134603.0,134769.5,789.5,否
IN0096,B6T0000000268,E4,4,8,43,3,浅位,133980.0,134930.0,135096.5,1116.5,否
IN0084,B6T0000000228,E4,4,8,43,3,深位,137160.0,137160.0,137326.5,166.5,否
IN0084,B6T0000000228,E4,4,7,46,5,浅位,137160.0,137487.0,137672.5,512.5,否
IN0084,B6T0000000228,E4,4,7,46,5,深位,137160.0,137852.0,138037.5,877.5,否
IN0084,B6T0000000228,E4,4,7,44,11,浅位,137160.0,138217.0,138404.5,1244.5,否
IN0084,B6T0000000228,E4,4,7,44,11,深位,137160.0,138586.0,138773.5,1613.5,否
IN0084,B6T0000000228,E4,4,8,44,11,浅位,137160.0,138955.0,139142.5,1982.5,否
IN0084,B6T0000000228,E4,4,8,44,11,深位,137160.0,139324.0,139511.5,2351.5,否
IN0084,B6T0000000228,E4,4,8,45,43,深位,137160.0,139693.0,139949.5,2789.5,否
IN0084,B6T0000000228,E4,4,7,43,49,浅位,137160.0,140200.0,140458.5,3298.5,否
IN0084,B6T0000000228,E4,4,7,43,49,深位,137160.0,140711.0,140969.5,3809.5,否
IN0084,B6T0000000228,E4,4,8,43,49,浅位,137160.0,141222.0,141480.5,4320.5,是
IN0084,B6T0000000228,E4,4,8,43,49,深位,137160.0,141739.0,141997.5,4837.5,是
IN0084,B6T0000000228,E4,4,7,44,47,浅位,137160.0,142256.0,142515.5,5355.5,是
IN0084,B6T0000000228,E4,4,7,44,47,深位,137160.0,142775.0,143034.5,5874.5,是
IN0084,B6T0000000228,E4,4,8,44,47,浅位,137160.0,143294.0,143553.5,6393.5,是
IN0531,B6T0000001578,E1,4,7,6,9,浅位,145800.0,145800.0,145835.0,35.0,否
IN0531,B6T0000001578,E1,4,7,6,9,深位,145800.0,145864.0,145899.0,99.0,否
IN0531,B6T0000001578,E1,4,7,8,19,浅位,145800.0,145928.0,145987.0,187.0,否
IN0531,B6T0000001578,E1,4,7,6,22,深位,145800.0,146040.0,146101.0,301.0,否
IN0531,B6T0000001578,E1,4,8,6,22,浅位,145800.0,146156.0,146217.0,417.0,否
IN0479,B6T0000001442,E1,4,8,6,22,深位,171300.0,171300.0,171361.0,61.0,否
IN0479,B6T0000001442,E1,4,8,4,26,深位,171300.0,171416.0,171481.0,181.0,否
IN0479,B6T0000001442,E1,4,7,5,26,深位,171300.0,171540.0,171607.0,307.0,否
IN0479,B6T0000001442,E1,4,8,5,26,浅位,171300.0,171668.0,171735.0,435.0,否
IN0479,B6T0000001442,E1,4,8,5,26,深位,171300.0,171796.0,171863.0,563.0,否
IN0479,B6T0000001442,E1,4,8,8,25,深位,171300.0,171924.0,171995.0,695.0,否
IN0479,B6T0000001442,E1,4,7,5,28,浅位,171300.0,172060.0,172131.0,831.0,否
IN0262,B6T0000000776,E3,4,7,9,12,浅位,183660.0,183764.0,183812.0,152.0,否
IN0262,B6T0000000776,E3,4,7,15,5,浅位,183660.0,183854.0,183912.0,252.0,否
IN0222,B6T0000000643,E3,4,7,15,5,深位,184740.0,184740.0,184798.0,58.0,否
IN0222,B6T0000000643,E3,4,8,15,5,浅位,184740.0,184850.0,184908.0,168.0,否
IN0440,B6T0000001338,E1,4,7,2,4,浅位,184920.0,184960.0,184977.0,57.0,否
IN0440,B6T0000001338,E1,4,8,15,5,深位,184920.0,184988.0,185046.0,126.0,否
IN0222,B6T0000000643,E3,4,7,9,17,浅位,184740.0,185098.0,185156.0,416.0,否
IN0167,B6T0000000488,E3,4,7,9,17,深位,188820.0,188820.0,188878.0,58.0,否
IN0167,B6T0000000488,E3,4,8,9,17,浅位,188820.0,188930.0,188988.0,168.0,否
IN0167,B6T0000000488,E3,4,7,21,3,浅位,188820.0,189040.0,189118.0,298.0,否
IN0167,B6T0000000488,E3,4,7,21,3,深位,188820.0,189190.0,189268.0,448.0,否
IN0167,B6T0000000488,E3,4,8,21,3,浅位,188820.0,189340.0,189418.0,598.0,否
IN0167,B6T0000000488,E3,4,8,21,3,深位,188820.0,189490.0,189568.0,748.0,否
IN0167,B6T0000000488,E3,4,7,20,13,浅位,188820.0,189640.0,189734.0,914.0,否
IN0167,B6T0000000488,E3,4,7,20,13,深位,188820.0,189822.0,189916.0,1096.0,否
IN0167,B6T0000000488,E3,4,8,20,13,浅位,188820.0,190004.0,190098.0,1278.0,否
IN0167,B6T0000000488,E3,4,8,20,13,深位,188820.0,190186.0,190280.0,1460.0,否
IN0167,B6T0000000488,E3,4,7,13,32,浅位,188820.0,190368.0,190472.0,1652.0,否
IN0167,B6T0000000488,E3,4,7,13,32,深位,188820.0,190570.0,190674.0,1854.0,否
IN0167,B6T0000000488,E3,4,7,31,13,浅位,188820.0,190772.0,190910.0,2090.0,否
IN0167,B6T0000000488,E3,4,7,31,13,深位,188820.0,191042.0,191180.0,2360.0,是
IN0167,B6T0000000488,E3,4,7,9,8,浅位,188820.0,191318.0,191358.0,2538.0,是
IN0167,B6T0000000488,E3,4,7,9,8,深位,188820.0,191398.0,191438.0,2618.0,是
IN0167,B6T0000000488,E3,4,8,9,8,浅位,188820.0,191478.0,191518.0,2698.0,是
IN0167,B6T0000000488,E3,4,8,9,8,深位,188820.0,191558.0,191598.0,2778.0,否
IN0167,B6T0000000488,E3,4,8,31,13,浅位,188820.0,191632.0,191770.0,2950.0,否
IN0167,B6T0000000488,E3,4,8,31,13,深位,188820.0,191902.0,192040.0,3220.0,否
IN0167,B6T0000000488,E3,4,8,38,2,浅位,188820.0,192172.0,192316.0,3496.0,否
IN0167,B6T0000000488,E3,4,8,38,2,深位,188820.0,192454.0,192598.0,3778.0,否
IN0167,B6T0000000488,E3,4,8,9,67,深位,188820.0,192736.0,192894.0,4074.0,否
IN0167,B6T0000000488,E3,4,8,10,65,浅位,188820.0,193046.0,193204.0,4384.0,否
IN0167,B6T0000000488,E3,4,8,10,65,深位,188820.0,193356.0,193514.0,4694.0,否
IN0167,B6T0000000488,E3,4,8,11,63,浅位,188820.0,193666.0,193824.0,5004.0,否
IN0167,B6T0000000488,E3,4,8,11,63,深位,188820.0,193976.0,194134.0,5314.0,否
IN0167,B6T0000000488,E3,4,8,12,61,浅位,188820.0,194286.0,194444.0,5624.0,否
IN0167,B6T0000000488,E3,4,8,12,61,深位,188820.0,194596.0,194754.0,5934.0,否
IN0167,B6T0000000488,E3,4,8,13,59,浅位,188820.0,194906.0,195064.0,6244.0,否
IN0167,B6T0000000488,E3,4,8,13,59,深位,188820.0,195216.0,195374.0,6554.0,否
IN0167,B6T0000000488,E3,4,8,32,21,深位,188820.0,195526.0,195684.0,6864.0,否
IN0167,B6T0000000488,E3,4,7,9,68,浅位,188820.0,195836.0,195996.0,7176.0,否
IN0167,B6T0000000488,E3,4,7,9,68,深位,188820.0,196150.0,196310.0,7490.0,否
IN0167,B6T0000000488,E3,4,7,10,66,浅位,188820.0,196464.0,196624.0,7804.0,否
IN0167,B6T0000000488,E3,4,7,10,66,深位,188820.0,196778.0,196938.0,8118.0,否
IN0167,B6T0000000488,E3,4,7,11,64,浅位,188820.0,197092.0,197252.0,8432.0,否
IN0167,B6T0000000488,E3,4,7,11,64,深位,188820.0,197406.0,197566.0,8746.0,否
IN0167,B6T0000000488,E3,4,7,12,62,浅位,188820.0,197720.0,197880.0,9060.0,否
IN0496,B6T0000001493,E1,4,7,5,2,浅位,203160.0,203160.0,203179.0,19.0,否
IN0496,B6T0000001493,E1,4,7,5,2,深位,203160.0,203192.0,203211.0,51.0,否
IN0496,B6T0000001493,E1,4,7,16,8,浅位,203160.0,203224.0,203292.0,132.0,否
IN0046,B6T0000000135,E4,4,7,43,1,浅位,205500.0,205500.0,205662.5,162.5,否
IN0046,B6T0000000135,E4,4,7,43,1,深位,205500.0,205819.0,205981.5,481.5,否
IN0061,B6T0000000164,E4,4,8,43,1,浅位,209580.0,209580.0,209742.5,162.5,否
IN0246,B6T0000000724,E3,4,7,9,9,浅位,209760.0,209899.0,209941.0,181.0,否
IN0246,B6T0000000724,E3,4,7,16,8,深位,209760.0,209977.0,210045.0,285.0,否
IN0246,B6T0000000724,E3,4,8,16,8,浅位,209760.0,210107.0,210175.0,415.0,否
IN0246,B6T0000000724,E3,4,8,16,8,深位,209760.0,210237.0,210305.0,545.0,否
IN0246,B6T0000000724,E3,4,8,24,3,浅位,209760.0,210367.0,210457.0,697.0,否
IN0129,B6T0000000380,E3,4,8,24,3,深位,210060.0,210541.0,210631.0,571.0,否
IN0129,B6T0000000380,E3,4,7,12,62,深位,210060.0,210715.0,210875.0,815.0,否
IN0061,B6T0000000164,E4,4,7,43,13,浅位,209580.0,211029.0,211215.5,1635.5,否
IN0061,B6T0000000164,E4,4,7,43,13,深位,209580.0,211396.0,211582.5,2002.5,是
IN0600,B6T0000001778,E1,4,7,4,4,浅位,212340.0,212340.0,212361.0,21.0,否
IN0600,B6T0000001778,E1,4,7,4,4,深位,212340.0,212376.0,212397.0,57.0,否
IN0600,B6T0000001778,E1,4,8,4,4,浅位,212340.0,212412.0,212433.0,93.0,否
IN0545,B6T0000001633,E1,4,8,4,4,深位,212640.0,212640.0,212661.0,21.0,否
IN0545,B6T0000001633,E1,4,8,7,5,深位,212640.0,212676.0,212705.0,65.0,否
IN0545,B6T0000001633,E1,4,7,6,7,浅位,212640.0,212728.0,212759.0,119.0,否
IN0545,B6T0000001633,E1,4,7,5,28,深位,212640.0,212784.0,212855.0,215.0,否
IN0545,B6T0000001633,E1,4,8,5,28,浅位,212640.0,212920.0,212991.0,351.0,否
IN0545,B6T0000001633,E1,4,7,6,28,深位,212640.0,213056.0,213129.0,489.0,否
IN0545,B6T0000001633,E1,4,8,2,33,深位,212640.0,213196.0,213271.0,631.0,否
IN0545,B6T0000001633,E1,4,8,4,31,深位,212640.0,213340.0,213415.0,775.0,否
IN0545,B6T0000001633,E1,4,8,8,27,深位,212640.0,213484.0,213559.0,919.0,否
IN0545,B6T0000001633,E1,4,8,4,33,深位,212640.0,213628.0,213707.0,1067.0,否
IN0087,B6T0000000236,E4,4,8,43,13,浅位,218460.0,218460.0,218646.5,186.5,否
IN0087,B6T0000000236,E4,4,8,44,33,浅位,218460.0,218827.0,219058.5,598.5,否
IN0311,B6T0000000938,E3,4,7,21,6,浅位,221400.0,221494.0,221578.0,178.0,是
IN0311,B6T0000000938,E3,4,7,21,6,深位,221400.0,221662.0,221746.0,346.0,是
IN0195,B6T0000000569,E3,4,8,21,6,浅位,221580.0,221830.0,221914.0,334.0,是
IN0195,B6T0000000569,E3,4,8,21,6,深位,221580.0,221998.0,222082.0,502.0,否
IN0195,B6T0000000569,E3,4,7,13,60,浅位,221580.0,222160.0,222320.0,740.0,否
IN0643,B6T0000001948,E1,4,7,2,4,深位,227040.0,227064.0,227081.0,41.0,否
IN0643,B6T0000001948,E1,4,8,2,4,浅位,227040.0,227092.0,227109.0,69.0,否
